path,label,split,hash,all_labels
../foodsg-233\Mee rebus\E3LZM430EMVQVX8B575ZBS8H.jpg,Mee rebus,all,b751fff65324c4aded6e5a9354527ebb,"['Mee rebus', 'Mee kuah']"
../foodsg-233\Mee kuah\KV82MRO25DJM8YBISQ9NXY5G.jpg,Mee kuah,all,b751fff65324c4aded6e5a9354527ebb,"['Mee rebus', 'Mee kuah']"
../foodsg-233\Seafood Noodles Soup\MPV6D0OF6ON71KA798ARUXHI.jpg,Seafood Noodles Soup,all,b7613f43cbc59ce520a5dcf81a3ad7db,"['Seafood Noodles Soup', 'tom yum noodle soup', 'bee hoon']"
../foodsg-233\tom yum noodle soup\5RIQ37HOO9XW306Z9817F5AH.jpg,tom yum noodle soup,all,b7613f43cbc59ce520a5dcf81a3ad7db,"['Seafood Noodles Soup', 'tom yum noodle soup', 'bee hoon']"
../foodsg-233\bee hoon\9BYS92OEG49XA8Z0LZSHU57R.jpg,bee hoon,all,b7613f43cbc59ce520a5dcf81a3ad7db,"['Seafood Noodles Soup', 'tom yum noodle soup', 'bee hoon']"
../foodsg-233\Soto ayam\IB9ZV794ICGYX8E005NXQ1AN.jpg,Soto ayam,all,b76695ab49c00b22319a23f3a7be1c97,"['Soto ayam', 'Mee soto']"
../foodsg-233\Mee soto\NX0EKSHC76B4O1BC94KYFH64.jpg,Mee soto,all,b76695ab49c00b22319a23f3a7be1c97,"['Soto ayam', 'Mee soto']"
../foodsg-233\Mee soto\S7U70WCMY4M38G0S5YG9EO14.jpg,Mee soto,all,b7b7eb2814cad9902e3f127c3c6f04cd,"['Mee soto', 'Soto ayam']"
../foodsg-233\Soto ayam\M8IXDLTAJVG320ET5QSGBP1I.jpg,Soto ayam,all,b7b7eb2814cad9902e3f127c3c6f04cd,"['Mee soto', 'Soto ayam']"
../foodsg-233\Mee siam\5U08MVMZMB1JZ9SOI0N2BHOW.jpg,Mee siam,all,b818947ace6ea4de62c9aca434d748d6,"['Mee siam', 'Mee siam, fried']"
"../foodsg-233\Mee siam, fried\NXK96LW5KMLST768UUPIDOLY.jpg","Mee siam, fried",all,b818947ace6ea4de62c9aca434d748d6,"['Mee siam', 'Mee siam, fried']"
../foodsg-233\Mee soto\CILIZ4IV3C46BDYXPMAVVTR8.jpg,Mee soto,all,b8523cddb090afd941b5320b2df3baf2,"['Mee soto', 'Soto ayam']"
../foodsg-233\Soto ayam\YB697SR5HFFKFLQJ44H0QRIZ.jpg,Soto ayam,all,b8523cddb090afd941b5320b2df3baf2,"['Mee soto', 'Soto ayam']"
../foodsg-233\Seafood Noodles Soup\G80KRXO0T6YK9TU23EK0RUB0.jpg,Seafood Noodles Soup,all,b889bb2645917387fb15c25167c71f0f,"['Seafood Noodles Soup', 'bee hoon']"
../foodsg-233\bee hoon\J4XCU3JWFBXCC43AIUCG11FP.jpg,bee hoon,all,b889bb2645917387fb15c25167c71f0f,"['Seafood Noodles Soup', 'bee hoon']"
../foodsg-233\lontong\57AUTTIYIHG3PMXP27B3WR4G.jpg,lontong,all,b8a94d7ff0b95ff48225c9027a4b6c2c,"['lontong', 'Lontong with sayur lodeh']"
../foodsg-233\Lontong with sayur lodeh\RUX28FT7FX483S6232Z1KFRV.jpg,Lontong with sayur lodeh,all,b8a94d7ff0b95ff48225c9027a4b6c2c,"['lontong', 'Lontong with sayur lodeh']"
../foodsg-233\hotplate tofu\OPKXVR2GH65DFYRZJF0VG1PE.jpg,hotplate tofu,all,b8d634f3036979f63619f64fe82667d9,"['hotplate tofu', 'mixed vegetables']"
../foodsg-233\mixed vegetables\PAOQCTY57MVS5W7K0HCTYCTA.jpg,mixed vegetables,all,b8d634f3036979f63619f64fe82667d9,"['hotplate tofu', 'mixed vegetables']"
../foodsg-233\Pomelo\ZWES4V1IRNGCGS4ZZ7IZCUZW.jpg,Pomelo,all,b8f4a4c8fdfbbf93efd2cc2ec252b05e,"['Pomelo', 'Grapefruit']"
../foodsg-233\Grapefruit\M2H6O3JLVGBS5VNBNKDAR53N.jpg,Grapefruit,all,b8f4a4c8fdfbbf93efd2cc2ec252b05e,"['Pomelo', 'Grapefruit']"
../foodsg-233\whole grain bread\OOI4AO1MWQ9HBOI1W47Z1XBD.jpg,whole grain bread,all,b92a74283ea677b2aef828aa9bd3e8dc,"['whole grain bread', 'whole wheat']"
../foodsg-233\whole wheat\MGQB6BSTBSSWMBRRI7G6P9UU.jpg,whole wheat,all,b92a74283ea677b2aef828aa9bd3e8dc,"['whole grain bread', 'whole wheat']"
../foodsg-233\lontong\4B68OLZX4JWUO3JI8ZHMAZTY.jpg,lontong,all,b931e13ff07f3ca9552406f64492492d,"['lontong', 'Lontong with sayur lodeh']"
../foodsg-233\Lontong with sayur lodeh\PQWJXF5QGF7F1LBBWPDV13DK.jpg,Lontong with sayur lodeh,all,b931e13ff07f3ca9552406f64492492d,"['lontong', 'Lontong with sayur lodeh']"
../foodsg-233\yong tau foo\Y3UAABIGMJ43SQ45TKM5X3LY.jpg,yong tau foo,all,b94b35fec5c3d40d6112e0410d55a394,"['yong tau foo', 'Laksa']"
../foodsg-233\Laksa\H81MH61028WZDVKE358RKVGH.jpg,Laksa,all,b94b35fec5c3d40d6112e0410d55a394,"['yong tau foo', 'Laksa']"
../foodsg-233\whole wheat\583T1HXLISS0UZSN04KQ0LNU.jpg,whole wheat,all,b956246a07671303f206455c463fb151,"['whole wheat', 'whole grain bread']"
../foodsg-233\whole grain bread\2AZ2GBQ4JB0U6U0EPTTYUIZ1.jpg,whole grain bread,all,b956246a07671303f206455c463fb151,"['whole wheat', 'whole grain bread']"
../foodsg-233\lontong\4I2A9HLYVI0CXHYDPG9XZ6XG.jpg,lontong,all,b97223ea0c3a1ea405c2d9575d438425,"['lontong', 'Lontong with sayur lodeh']"
../foodsg-233\Lontong with sayur lodeh\7624IDK12GWBW17FY0TSIGQF.jpg,Lontong with sayur lodeh,all,b97223ea0c3a1ea405c2d9575d438425,"['lontong', 'Lontong with sayur lodeh']"
../foodsg-233\vegetable soup\T7ZPNHCWF8ZQV0G6QXJXR19Z.jpg,vegetable soup,all,b9c154edafbd644c1d93891ff54f91f4,"['vegetable soup', 'mixed vegetables']"
../foodsg-233\mixed vegetables\9MC5CQ37U7BVPV5S3OW1QFR4.jpg,mixed vegetables,all,b9c154edafbd644c1d93891ff54f91f4,"['vegetable soup', 'mixed vegetables']"
../foodsg-233\Lontong with sayur lodeh\BSGPNWOGSX9HGLA491VMTFWM.jpg,Lontong with sayur lodeh,all,b9d019a2b273a39bfc02815238caade8,"['Lontong with sayur lodeh', 'lontong']"
../foodsg-233\lontong\UXHRT0409YNQ99OY1ICK7WWT.jpg,lontong,all,b9d019a2b273a39bfc02815238caade8,"['Lontong with sayur lodeh', 'lontong']"
../foodsg-233\Soto ayam\GWCDS0PR7OA2XOYUJ77OLX4R.jpg,Soto ayam,all,b9d8d4716e3c3752b3d181f5b585db28,"['Soto ayam', 'Mee soto']"
../foodsg-233\Mee soto\JFT9A55SL1LRPX5W6U4H50E3.jpg,Mee soto,all,b9d8d4716e3c3752b3d181f5b585db28,"['Soto ayam', 'Mee soto']"
../foodsg-233\cream soup\52ZHCIW9OCAYTYOQZIMLXEP3.jpg,cream soup,all,b9dd5852eb2eee6347fda52e8d91deae,"['cream soup', 'mushroom soup']"
../foodsg-233\mushroom soup\V7SPFDPGAOEE1QYRR0F5PHFV.jpg,mushroom soup,all,b9dd5852eb2eee6347fda52e8d91deae,"['cream soup', 'mushroom soup']"
../foodsg-233\Lontong with sayur lodeh\GAP6OQ8U62TY5Z79TD29DAZ0.jpg,Lontong with sayur lodeh,all,b9f0981e7536e72af85bc4a3a0b05d21,"['Lontong with sayur lodeh', 'lontong']"
../foodsg-233\lontong\QJFIMU7MFTEDPK5IDE4RGKE9.jpg,lontong,all,b9f0981e7536e72af85bc4a3a0b05d21,"['Lontong with sayur lodeh', 'lontong']"
../foodsg-233\Mee siam\G5ANZ2DWRNZRV214CLTM33ZV.jpg,Mee siam,all,ba0f335a04a1c1069522a3b8b0c89047,"['Mee siam', 'Mee rebus', 'Bee hoon, soto']"
../foodsg-233\Mee rebus\RS1YJIXHV8M7PV058VL1R4XT.jpg,Mee rebus,all,ba0f335a04a1c1069522a3b8b0c89047,"['Mee siam', 'Mee rebus', 'Bee hoon, soto']"
"../foodsg-233\Bee hoon, soto\H52ZEOGP2UJN2CPR9U1DU5GX.jpg","Bee hoon, soto",all,ba0f335a04a1c1069522a3b8b0c89047,"['Mee siam', 'Mee rebus', 'Bee hoon, soto']"
../foodsg-233\dumpling\6RUK1D6ZRARGMP3NY3R9K3HN.jpg,dumpling,all,ba0f66f414ce6cbe6b1037e858b20d3a,"['dumpling', 'Wanton mee, dry']"
"../foodsg-233\Wanton mee, dry\R7HC70BLYL5FC4SCS51E7EG6.jpg","Wanton mee, dry",all,ba0f66f414ce6cbe6b1037e858b20d3a,"['dumpling', 'Wanton mee, dry']"
../foodsg-233\bee hoon\XZ0UEKATRPJ9IARPJBDGFNHH.jpg,bee hoon,all,ba3b1de3aaca9fc159efd84389dc09e8,"['bee hoon', 'Seafood Noodles Soup']"
../foodsg-233\Seafood Noodles Soup\3Y6G1DGM73TZGBLT6WZFGY1W.jpg,Seafood Noodles Soup,all,ba3b1de3aaca9fc159efd84389dc09e8,"['bee hoon', 'Seafood Noodles Soup']"
../foodsg-233\chai tow kuay\D1PP6U59RIVGPMSNC09OQ999.jpg,chai tow kuay,all,ba4b8844fd27b7148d3f868e76f9fd57,"['chai tow kuay', 'Kway Teow']"
../foodsg-233\Kway Teow\N88591PXDY4G2QZ2P9Q5CD68.jpg,Kway Teow,all,ba4b8844fd27b7148d3f868e76f9fd57,"['chai tow kuay', 'Kway Teow']"
../foodsg-233\cream soup\U05G263EQ4WRXYKYG5UMJA6I.jpg,cream soup,all,ba507810bf16e04889b59b76dd0c109f,"['cream soup', 'mushroom soup']"
../foodsg-233\mushroom soup\BD5SXQVEH0M9C4VBDRUVBNX5.jpg,mushroom soup,all,ba507810bf16e04889b59b76dd0c109f,"['cream soup', 'mushroom soup']"
"../foodsg-233\Bee hoon, soto\8A9D0CQC3MA4E3K9GR4WN80A.jpg","Bee hoon, soto",all,ba61774e02f95d2e34adef664dedd1c4,"['Bee hoon, soto', 'Mee soto']"
../foodsg-233\Mee soto\DGPHH13UX23JOKP62A2DRTED.jpg,Mee soto,all,ba61774e02f95d2e34adef664dedd1c4,"['Bee hoon, soto', 'Mee soto']"
../foodsg-233\whole wheat\467G4OXINGMPC024FZNFA23V.jpg,whole wheat,all,ba6bdbce7d4d0c9dba5ea99ca479781b,"['whole wheat', 'whole grain bread']"
../foodsg-233\whole grain bread\H3O36BTNFEXKYDOS6XL4WZRS.jpg,whole grain bread,all,ba6bdbce7d4d0c9dba5ea99ca479781b,"['whole wheat', 'whole grain bread']"
../foodsg-233\Mee soto\QHAAS0LR39ZTIYEGXDYF9MU6.jpg,Mee soto,all,ba7086d69525d74c473be94fae13ecbf,"['Mee soto', 'Mee rebus']"
../foodsg-233\Mee rebus\MTD8RWP0R7PZ3JGKP2MELTQ5.jpg,Mee rebus,all,ba7086d69525d74c473be94fae13ecbf,"['Mee soto', 'Mee rebus']"
../foodsg-233\sliced fish soup\8BHS7CQIB63ICRGPT2ZWW8NG.jpg,sliced fish soup,all,ba7dac68443216d92f56121f0044af3f,"['sliced fish soup', 'Seafood Noodles Soup', 'bee hoon']"
../foodsg-233\Seafood Noodles Soup\Z6GZWK4Z28WOD2MD1DKR9YPO.jpg,Seafood Noodles Soup,all,ba7dac68443216d92f56121f0044af3f,"['sliced fish soup', 'Seafood Noodles Soup', 'bee hoon']"
../foodsg-233\bee hoon\XEUM2EGDVI4HHI18D38G97P8.jpg,bee hoon,all,ba7dac68443216d92f56121f0044af3f,"['sliced fish soup', 'Seafood Noodles Soup', 'bee hoon']"
../foodsg-233\bee hoon\5BPJDV0KT12H4PD0OJ7QQ070.jpg,bee hoon,all,baa12ddc71ff3f3ea922597bde7b908e,"['bee hoon', 'Bee hoon, goreng', 'Bee hoon, soto']"
"../foodsg-233\Bee hoon, goreng\2CQD45FD3L96ND6NHEXIEWFL.jpg","Bee hoon, goreng",all,baa12ddc71ff3f3ea922597bde7b908e,"['bee hoon', 'Bee hoon, goreng', 'Bee hoon, soto']"
"../foodsg-233\Bee hoon, soto\UNTYSNYKCZBCKCCM06OY5WZX.jpg","Bee hoon, soto",all,baa12ddc71ff3f3ea922597bde7b908e,"['bee hoon', 'Bee hoon, goreng', 'Bee hoon, soto']"
../foodsg-233\satay bee hoon\5OWQA0Z0IGIUNDQCRV9NQWYE.jpg,satay bee hoon,all,bab773a58346b45947fd22f0a78ba1c9,"['satay bee hoon', 'sambal stingray']"
../foodsg-233\sambal stingray\RRMNOV9GOZ9ICE82K3ALHDI3.jpg,sambal stingray,all,bab773a58346b45947fd22f0a78ba1c9,"['satay bee hoon', 'sambal stingray']"
../foodsg-233\Udon\KRIJCUBH8YS7ABJH5G3WZFHT.jpg,Udon,all,bac70e89cd623cb8da2629955e1d9807,"['Udon', 'Dumpling noodle soup']"
../foodsg-233\Dumpling noodle soup\S66AUO0KPLX54OLPMAROEFVD.jpg,Dumpling noodle soup,all,bac70e89cd623cb8da2629955e1d9807,"['Udon', 'Dumpling noodle soup']"
"../foodsg-233\Bee hoon, soto\EMMSIWR59QBIGDSO4BA43S6W.jpg","Bee hoon, soto",all,baef29cf6149a3b8f1ee82c857046a5d,"['Bee hoon, soto', 'Lor mee']"
../foodsg-233\Lor mee\14JTZXZSYW62SZ95TUHFHGXI.jpg,Lor mee,all,baef29cf6149a3b8f1ee82c857046a5d,"['Bee hoon, soto', 'Lor mee']"
../foodsg-233\Mee soto\FM8A4CM48CRT9UNZLDTPS9RQ.jpg,Mee soto,all,bb075fde4146ecc435a089318e07d7f7,"['Mee soto', 'Soto ayam']"
../foodsg-233\Soto ayam\2ED5K887IONC12F4KXWPRNBS.jpg,Soto ayam,all,bb075fde4146ecc435a089318e07d7f7,"['Mee soto', 'Soto ayam']"
../foodsg-233\wholegrain pasta\W33FP9B4RJCMGABOYINTLEGL.jpg,wholegrain pasta,all,bb122675d985a0800731cc3b0a20e724,"['wholegrain pasta', 'whole wheat']"
../foodsg-233\whole wheat\3CH8X4HT2HM40LTES7ZDMXZP.jpg,whole wheat,all,bb122675d985a0800731cc3b0a20e724,"['wholegrain pasta', 'whole wheat']"
../foodsg-233\whole grain bread\9JPAXPEQ9T2NR8T25MP5EDIT.jpg,whole grain bread,all,bb45fc07f58d3975fc9fbde619cc2476,"['whole grain bread', 'whole wheat']"
../foodsg-233\whole wheat\9T053MGW8VSGJYRHXQRJ2K9J.jpg,whole wheat,all,bb45fc07f58d3975fc9fbde619cc2476,"['whole grain bread', 'whole wheat']"
../foodsg-233\Snacks and Chips\VK3L1YBSXZ1H0C44YU8HZWWF.jpg,Snacks and Chips,all,bb91f06a1ce5268173b212cffecab2c4,"['Snacks and Chips', 'steamed grouper']"
../foodsg-233\steamed grouper\4XDLE9VOTCMCBLA6BFO6MERP.jpg,steamed grouper,all,bb91f06a1ce5268173b212cffecab2c4,"['Snacks and Chips', 'steamed grouper']"
../foodsg-233\whole grain bread\VD2JF1UBX9PMA7XS3V4LD20W.jpg,whole grain bread,all,bbaed529f9ef7bedc6fcad0d899e373b,"['whole grain bread', 'whole wheat']"
../foodsg-233\whole wheat\M0DFUS0ZGXHBG7C6TNTTGX3M.jpg,whole wheat,all,bbaed529f9ef7bedc6fcad0d899e373b,"['whole grain bread', 'whole wheat']"
../foodsg-233\Mee siam\8VR55PRQX19VOC5LR9N0NDIZ.jpg,Mee siam,all,bc14eb5afcaac35f24a46780c1040a69,"['Mee siam', 'Bee hoon, soto']"
"../foodsg-233\Bee hoon, soto\ET3JORXH4NUNPTJT88HNLNPB.jpg","Bee hoon, soto",all,bc14eb5afcaac35f24a46780c1040a69,"['Mee siam', 'Bee hoon, soto']"
../foodsg-233\Lontong with sayur lodeh\PPLRU39F5TJ56YJA7A0UFAPQ.jpg,Lontong with sayur lodeh,all,bc2998695da12a390746777e7672fe21,"['Lontong with sayur lodeh', 'lontong']"
../foodsg-233\lontong\F8XXDEEVKJPHLDFX3XILRVA0.jpg,lontong,all,bc2998695da12a390746777e7672fe21,"['Lontong with sayur lodeh', 'lontong']"
../foodsg-233\Soto ayam\7BKEO82DCFDONLT305RKMA1W.jpg,Soto ayam,all,bc3513ce5d5258226acfd7eb6dbe0349,"['Soto ayam', 'Bee hoon, soto', 'Mee soto']"
"../foodsg-233\Bee hoon, soto\LFU8B8FK6L32RKUQ4ZGHGS9U.jpg","Bee hoon, soto",all,bc3513ce5d5258226acfd7eb6dbe0349,"['Soto ayam', 'Bee hoon, soto', 'Mee soto']"
../foodsg-233\Mee soto\D6137PBL8AEYPT2H2R1K05AQ.jpg,Mee soto,all,bc3513ce5d5258226acfd7eb6dbe0349,"['Soto ayam', 'Bee hoon, soto', 'Mee soto']"
../foodsg-233\Lontong with sayur lodeh\HJHIWZ06IXMBXEJ9V6F12CVK.jpg,Lontong with sayur lodeh,all,bc47647f2d8d790bf4164e85a9915c84,"['Lontong with sayur lodeh', 'lontong']"
../foodsg-233\lontong\L7PGL210UAN13VF6Q3ZU8WUX.jpg,lontong,all,bc47647f2d8d790bf4164e85a9915c84,"['Lontong with sayur lodeh', 'lontong']"
../foodsg-233\Mee soto\LHGYTHSC17BQKQRU8CV1689L.jpg,Mee soto,all,bc953976458f28647ef88d904a5fd8b9,"['Mee soto', 'Soto ayam']"
../foodsg-233\Soto ayam\YGJ86HPZGOOYHFIFRB2RU4B6.jpg,Soto ayam,all,bc953976458f28647ef88d904a5fd8b9,"['Mee soto', 'Soto ayam']"
../foodsg-233\mushroom soup\JJNS7GATQE5JDA44DSQNKEAA.jpg,mushroom soup,all,bc9a26865618053b33494b17247c6a20,"['mushroom soup', 'cream soup']"
../foodsg-233\cream soup\U8RAIW3OJ67YEJQNX2PL2CYJ.jpg,cream soup,all,bc9a26865618053b33494b17247c6a20,"['mushroom soup', 'cream soup']"
../foodsg-233\mushroom soup\KXBEMML5XGG2UAHL8VC4ODOF.jpg,mushroom soup,all,bcc15095f8fa42363f1c8140f4924bff,"['mushroom soup', 'cream soup']"
../foodsg-233\cream soup\I0S4VKDPEIA3QT5JFAN6BOQW.jpg,cream soup,all,bcc15095f8fa42363f1c8140f4924bff,"['mushroom soup', 'cream soup']"
"../foodsg-233\Rice, korean bulgogi beef\ASJCMYN950LUF2GECE8RMYKJ.jpg","Rice, korean bulgogi beef",all,bcc50df4d40fde9caba81f22ef119d5d,"['Rice, korean bulgogi beef', 'Rice, with dakgalbi']"
"../foodsg-233\Rice, with dakgalbi\G1K6UZIAWCZW2UDI5E805YLN.jpg","Rice, with dakgalbi",all,bcc50df4d40fde9caba81f22ef119d5d,"['Rice, korean bulgogi beef', 'Rice, with dakgalbi']"
../foodsg-233\oyster omelette\2TI69VIK2WQGIQM103UXKVI0.jpg,oyster omelette,all,bcf1c374230bc72604dfe94ab349384d,"['oyster omelette', 'chai tow kuay']"
../foodsg-233\chai tow kuay\5DCKNH9DU13MVKZAM7ZRRWVN.jpg,chai tow kuay,all,bcf1c374230bc72604dfe94ab349384d,"['oyster omelette', 'chai tow kuay']"
../foodsg-233\satay bee hoon\OJKRKZ35Z2XRANBIDZE9SYTL.jpg,satay bee hoon,all,bd2fc3e2d07538ec0a6eb3d39c2eb1f0,"['satay bee hoon', 'bee hoon']"
../foodsg-233\bee hoon\51A11STH4S1OW5O11EO4YW5X.jpg,bee hoon,all,bd2fc3e2d07538ec0a6eb3d39c2eb1f0,"['satay bee hoon', 'bee hoon']"
../foodsg-233\char siew\1E9NHWH73KA43JM7PUCS5DEA.jpg,char siew,all,bd43963b33339c8c3ca5a9ccf59e3952,"['char siew', 'Duck Rice']"
../foodsg-233\Duck Rice\RWHTGF5ESAANACXMQ77R1HN0.jpg,Duck Rice,all,bd43963b33339c8c3ca5a9ccf59e3952,"['char siew', 'Duck Rice']"
../foodsg-233\kueh lapis baked\HQBECJKQWQ0ZKY28DNUQJ9MO.jpg,kueh lapis baked,all,bd83114d0aeb49ce13b666f248d462a9,"['kueh lapis baked', 'kueh lapis - rainbow']"
../foodsg-233\kueh lapis - rainbow\N7REQQNQ9TV1OO8E0QX1T25I.jpg,kueh lapis - rainbow,all,bd83114d0aeb49ce13b666f248d462a9,"['kueh lapis baked', 'kueh lapis - rainbow']"
../foodsg-233\Mee rebus\LHEY8HWDTWSEV9VRUA1RTBG3.jpg,Mee rebus,all,bd9ee13e1a42c34ef8ac461af562eac7,"['Mee rebus', 'Mee soto', 'Mee bandung']"
../foodsg-233\Mee soto\WIVWSNATM06NP9O5INONJT3P.jpg,Mee soto,all,bd9ee13e1a42c34ef8ac461af562eac7,"['Mee rebus', 'Mee soto', 'Mee bandung']"
../foodsg-233\Mee bandung\SATZBKESM9NXFF4FPJ5SMFIG.jpg,Mee bandung,all,bd9ee13e1a42c34ef8ac461af562eac7,"['Mee rebus', 'Mee soto', 'Mee bandung']"
"../foodsg-233\Bee hoon, soto\0AA8EVVATV1MSGYZOTHPX2CR.jpg","Bee hoon, soto",all,bda1e16a470c4f1f42bd798bb609957c,"['Bee hoon, soto', 'Mee soto']"
../foodsg-233\Mee soto\F7VFKZD5TIAQKXI4MJXVYJHD.jpg,Mee soto,all,bda1e16a470c4f1f42bd798bb609957c,"['Bee hoon, soto', 'Mee soto']"
"../foodsg-233\Bee hoon, goreng\JA8PKUEHQ2LD0PIME9MHH8N8.jpg","Bee hoon, goreng",all,bdb3965131bd4032503d1945b51d672b,"['Bee hoon, goreng', 'Mee siam, fried']"
"../foodsg-233\Mee siam, fried\K2NUMG7AAZ3XLOIDMBZUOWDC.jpg","Mee siam, fried",all,bdb3965131bd4032503d1945b51d672b,"['Bee hoon, goreng', 'Mee siam, fried']"
"../foodsg-233\Bee hoon, soto\PJ8BA153X8YND0ZS8DF01971.jpg","Bee hoon, soto",all,bde076cc83251f34b8235ffe533ca1eb,"['Bee hoon, soto', 'Laksa']"
../foodsg-233\Laksa\KBSV0Y0KZG6SW4AYHPZ60AR0.jpg,Laksa,all,bde076cc83251f34b8235ffe533ca1eb,"['Bee hoon, soto', 'Laksa']"
"../foodsg-233\Rice, korean bulgogi beef\UYIE1ZIJI5VAI2UI9FF1XUEA.jpg","Rice, korean bulgogi beef",all,be1779da9d7b21410ed0ce602968f44c,"['Rice, korean bulgogi beef', 'Rice, with dakgalbi']"
"../foodsg-233\Rice, with dakgalbi\7JF6XJFVCL93IQJ6SP9UXSIJ.jpg","Rice, with dakgalbi",all,be1779da9d7b21410ed0ce602968f44c,"['Rice, korean bulgogi beef', 'Rice, with dakgalbi']"
../foodsg-233\drunken prawn\HV8OUD0YUNH5FBTWLWYS7SCE.jpg,drunken prawn,all,be3920443e302a3f65d3fc057e44ec28,"['drunken prawn', 'fried prawn']"
../foodsg-233\fried prawn\7K4MJVS1CKQ3SCKJS1JK93SO.jpg,fried prawn,all,be3920443e302a3f65d3fc057e44ec28,"['drunken prawn', 'fried prawn']"
../foodsg-233\Mee goreng\GFKXB0YWL5L4R5X6YA10POXL.jpg,Mee goreng,all,be45c6d44f770966157984369a8abe94,"['Mee goreng', 'Bee hoon, goreng']"
"../foodsg-233\Bee hoon, goreng\JR8X18HH696L6S4R5OQ5SH62.jpg","Bee hoon, goreng",all,be45c6d44f770966157984369a8abe94,"['Mee goreng', 'Bee hoon, goreng']"
"../foodsg-233\Bee hoon, soto\7O8PE7QZGIW7AD8VVAFZ972E.jpg","Bee hoon, soto",all,be5df3c0c37fec3a169164336b259788,"['Bee hoon, soto', 'Mee soto']"
../foodsg-233\Mee soto\I6NKSC5JHUHYUQ7T815NISQR.jpg,Mee soto,all,be5df3c0c37fec3a169164336b259788,"['Bee hoon, soto', 'Mee soto']"
../foodsg-233\whole grain bread\SQ032Y5D0LYN1KBNQRS467AD.jpg,whole grain bread,all,beae8a87361211a34ebe8e327ee24c8e,"['whole grain bread', 'whole wheat']"
../foodsg-233\whole wheat\QBCVFRPR076YJ14RMF95702P.jpg,whole wheat,all,beae8a87361211a34ebe8e327ee24c8e,"['whole grain bread', 'whole wheat']"
../foodsg-233\Grapefruit\F8HE5ZTSGVBY96OCRG0TTU0B.jpg,Grapefruit,all,bed269ef22e2c9fff3d09532eaa1a547,"['Grapefruit', 'Pomelo']"
../foodsg-233\Pomelo\SUO4B4657P3HJ20D6DH7I32J.jpg,Pomelo,all,bed269ef22e2c9fff3d09532eaa1a547,"['Grapefruit', 'Pomelo']"
../foodsg-233\mushroom soup\UMTKH7TZ7HF86V75BODY14CY.jpg,mushroom soup,all,bef4b0623675d54646dbfd2d0969693a,"['mushroom soup', 'cream soup']"
../foodsg-233\cream soup\L1DCMHUE55K66YGEQ0A4IUMA.jpg,cream soup,all,bef4b0623675d54646dbfd2d0969693a,"['mushroom soup', 'cream soup']"
../foodsg-233\Seafood Noodles Soup\2AIHFESEOHN1EP5WQTV6RZCS.jpg,Seafood Noodles Soup,all,bf0005404250a71df0ca347b4f1fd04b,"['Seafood Noodles Soup', 'bee hoon']"
../foodsg-233\bee hoon\Q17JQWX22RBHLKZ1H74NJ8YW.jpg,bee hoon,all,bf0005404250a71df0ca347b4f1fd04b,"['Seafood Noodles Soup', 'bee hoon']"
../foodsg-233\cream soup\25IU0NEO5LU7CH07S0LIA5VM.jpg,cream soup,all,bf2ee440f9f9203961d9dd3f0b46026a,"['cream soup', 'mushroom soup']"
../foodsg-233\mushroom soup\CNSO9L4JY7943R2P8KAZDO32.jpg,mushroom soup,all,bf2ee440f9f9203961d9dd3f0b46026a,"['cream soup', 'mushroom soup']"
../foodsg-233\whole wheat\SNK0HKDAP643HYJE236SNP5P.jpg,whole wheat,all,bf49d653bbc98fa25cf79a43bb1658e1,"['whole wheat', 'whole grain bread']"
../foodsg-233\whole grain bread\P6A2OXGZQ5MMIRYJT9SRZUEA.jpg,whole grain bread,all,bf49d653bbc98fa25cf79a43bb1658e1,"['whole wheat', 'whole grain bread']"
../foodsg-233\Mee bandung\TZSMBU2A9Z1SGZXOM9TISC1Z.jpg,Mee bandung,all,bf4d04c0a7abdfb6e81e36e412492dc9,"['Mee bandung', 'Mee rebus']"
../foodsg-233\Mee rebus\3U3NKGFMU5964ZRRJPJ8VOEQ.jpg,Mee rebus,all,bf4d04c0a7abdfb6e81e36e412492dc9,"['Mee bandung', 'Mee rebus']"
../foodsg-233\Fish Ball Noodles\MSZ26CLZ89XR8WAX8M511SP0.jpg,Fish Ball Noodles,all,bf58cdb5a035b4dd33524dc91dd11e98,"['Fish Ball Noodles', 'bak chor mee']"
../foodsg-233\bak chor mee\YVDV4E2RQUDJMQD180201XHS.jpg,bak chor mee,all,bf58cdb5a035b4dd33524dc91dd11e98,"['Fish Ball Noodles', 'bak chor mee']"
../foodsg-233\Mee siam\VGCPKSCK7VRECEC9EF6VXWMC.jpg,Mee siam,all,bf739db97453f85c835c08554c671a86,"['Mee siam', 'Mee siam, fried']"
"../foodsg-233\Mee siam, fried\PK8ZV101VE8KEXLWOQM3GX0Y.jpg","Mee siam, fried",all,bf739db97453f85c835c08554c671a86,"['Mee siam', 'Mee siam, fried']"
../foodsg-233\pineapple\H9CI8ORQNWMXMD4FMECZZ0L4.jpg,pineapple,all,bf75efeb604dbfd6fc9808906e77bd40,"['pineapple', 'canned Fruit salad']"
../foodsg-233\canned Fruit salad\AH2UZQNPCAZC7TGMBYS7DHSI.jpg,canned Fruit salad,all,bf75efeb604dbfd6fc9808906e77bd40,"['pineapple', 'canned Fruit salad']"
