path,label,split,flag_type,priority
"../foodsg-233\Rice, korean bulgogi beef\K1FLETKXJY9E7UMP09V34EEZ.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\K5U8I3TJAY7GQL4TR6HA5EUE.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\K7L5NYRKEBFJ0NXBB1DJUY5V.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\KFQHEMTEXOXZWI4Y75DMVA59.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\KQM1SOY2J101X2W2C1QW3STL.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\KQT5MFI8FMOFMF2W94TYFZFI.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\KRKH48YDF33QQCSCOYDID3T1.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\KY9LPM1RB0RX1ZRJ7QIBA8WR.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\KYME8ARG137UJROW6R0I1VLL.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\LBFIBGDB2VWP1BKNQCACGD1X.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\LBI5JL2M1QLVE0OM81NQ9PG0.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\LNVN8ZCOCBHEFU5FW7B2730M.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\LUHPK0C1MHOSH4N4J6YVK5VE.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\LW94B2BDBOTSMLFOJBV90JN9.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\LWRB5Q1X1OJ1EH2GHHWHO00X.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\M10RSQA9OT6M5U8B1BAZF1W9.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\MCH9T1XKWMJS35TEJ2QNKJPZ.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\MEL9O37LJI4Y0HJ56MIKWP0C.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\MXX5G8MZK8G0V80IC3M83D62.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\NNAM8I1ZNMIDD5I2GO8T7YEC.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\NT8CADP1B5DSAYVELHJP10A8.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\NUJ5ZBE0KESBSSAJDOI9SY02.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\O2DOE51W1BEEUZFHWHLJG0OT.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\O2T7INE9P6B1FYOCPAA1MAMK.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\O7AH174NMZAGKT7FFA828G9D.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\O9ICDO89Y2OBVTKJYD79MPK2.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\OAN5IFIOLORR125DO1JIAE7U.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\OBCDQC79QOMZDR77C4191OYT.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\OMB03IYU1WXN4AHGDAMI5YO5.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\OWCFC3EN2SHXIYSLH9TU0GR1.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\P42TA5O8D2YIUAB4QSZFN6WB.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\P9AD1LQ8G2UOSI2BTDXKUTKE.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\PEEVJWBFP691RUNWYD6DVUHN.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\PGTBU8M3FYBOPK3X9AQ9RSWT.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\PI96Y8GXVIMVCECWY1R6QH67.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\PKL0PF3FMDTJ9DXFFMOW7VCJ.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\PRCD7RAIWXH2TY0HI59K3T6I.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\PXIWS1N2TX907DRANNW9P27U.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\Q36Y0X20QGJFGXB98MJPJRO0.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\Q9TEAZK9XQ928XBYDENOHTLX.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\QAFXK7E3KJ4U659OBD8QMMAE.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\QI1UTSU7A31P9746WF5NELEF.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\QPWRWJNYS318IG54LNSGN7H2.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\R853J599ZWNZPGY1D8DDSZTM.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\RAT2S2XFSAHY4DCGGDE13CLV.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\RCIVQ07JEEDB9C7JF2NWA9YT.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\RHZM1IS1LM9R4R3X09FUHVMN.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\RLXP23TJ1WE08JNCH3DKX5LR.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\RW77QIS0C4IRNPT4U2T1CS9O.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\SKU5ZNB0ZDJC8K5C6YEXHOVN.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\SOXE3X2SPEDMB039ZPS2OQ4D.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\ST6DDBKDBWOU3Y5VG5J1JEBS.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\STL0QB6IRHWW58POT3UM5PXP.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\SXSCD8CNNFTWZA1IQCNHWH0G.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\T2ETOY7IQIJ6WJ151I5ILR2D.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\T4ZSA0IPTLDV1L3FJZQ1HDAC.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\T6B6GC2Z6T9YW10O2PSUSKJF.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\T9W585W1PMHRN76OI0V2D4XS.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\TFC3A011A0D0GT3M50KV2O37.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\TJ598U185JIY65YH89UHJT07.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\TJRVY23J588SU0ZENDZ9L6EA.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\TL2E9JJZZBLSXBIV033383GZ.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\TN0A7J8XCUMZ852FY1IT0OP0.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\TNJCA7KIVZXCPVQ4REG6HSCO.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\TW39WZAWXFLHCIUZVQAW8HMX.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\TW4YJSK7D11FOG8ZO7OIYZ42.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\TZNCPWO8ERJX7IGKL1558PBZ.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\U0TT0LR01GA6DGFTD7HUF03M.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\U1N3X22GQTA3S4US0LCCKB1R.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\U4KES95GCQ79UPEF59KL9YRR.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\U8IHMBWYO7IVF84TV540GSMB.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\U9KRQDOU62RWV23ADBPJ5NFL.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\U9M4EB5Q93QY6X6PIJDMP68M.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\U9O1T6SVW65HLJD2ZV6C1SME.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\UF2W3AO8DRW4MTE74WQAVWYD.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\UKKCCCCFU4RKC8B5389B4G3D.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\UNXGAV4RHIJ0XSL4QOK1D6I3.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\UO77QKLFHDHI3DHB11B6WSDI.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\UR9TYE8DYL679RIKV24787WE.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\UWRGZ5KCMO1PHQSLNJLKYNCN.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\V52BDU3Z9KUC9GKMJYS4CH42.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\V9UOPWEJ8TJZDBKAFQWWCAP6.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\VDGXZ25YNU68WRASGQV2D1CM.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\VF9804B8QB3JCZONPOE3UXW9.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\VQ0EW5PRMEIGBXZU237HYF79.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\VT4YJN009BFPUG1SRFSUP5IW.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\VWEPJXLUPSGOCM8A18LB46G1.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\W1PWCGUCID6N7AFMOFOE2AWV.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\W87W2F9XITPK63Y7S6CZD2F6.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\WE37HHUM2JAF6HYR4H2I9LBU.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\WN5PQQ5Q3RIDI4KV9M6SD858.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\WRPTH36J30UWD5455X77C2ES.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\WSDCN2DTELI5W3W3AM0JU8LN.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\WYUME7HN2SEXVR9YIR2LH9IT.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\X8LHKDW1L4AMTEAS6NJIKWSK.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\X9GIDM4KX5L72CXUH4M9LHU3.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\XK2K7AGSQ64US0CA1O7UEL6N.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\XXPEX6L4XJJLD7JGC6U0JQ4N.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\XYPANMI0W2U7EJ1F7TE2UHPQ.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\Y0F9HR0PAE8AX0HOHS154PHD.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\Y2F0HNVIKJ7EGIIMOEBD4B3T.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\Y9213Q804DVMXWF51X3WUBLR.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\YND3ZH0M4GZB6DICJVSDPYYV.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\YNDOPR5Y3Z174JB4K4VCPQ5E.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\YORPWQ4GNKTHLGRB3HVLN756.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\Z7SNV11WA0AIHLY5FX012WEL.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\ZMF9LEYMAPW7R602WXKM0U7E.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\ZMOQ7O3307SYG36VFRBE0UB0.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, korean bulgogi beef\ZSS0L8KL869FNVAB6KOB7V5B.jpg","Rice, korean bulgogi beef",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\03K80E8TQ2U4FFGGJPKNL1CP.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\0G492Y5VIGKZR4AZW14G3K22.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\0IC1PQBQ23UKJ0VBQTPLJAEP.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\0ULF8OWC539NL5L0I6G4BQ4Q.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\0VVM2PQ6M4SOZJLK5UCF0K09.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\16OYQ7MGPKI6EUWGHJIJEAWB.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\1FOEH50Y0G9THJT9KGVHQKKZ.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\1NEDJ3QEK8ECQP6G6SV23T0V.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\1OP3BBJNMUL9YD56734QUAZ2.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\1R9V7PDRZWTN0I4KEFJOUDJ0.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\1SW4F3SG7GRYHLO0O6S7Z70V.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\1UDB9GJU0VGBKQKLR1NY0KDN.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\1X9LLLV3PA8OTB61OIAOVS41.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\20V1T0ITZGD923F7DYJHRZP3.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\25UJ3KLL7W6B3L11VKJKGU65.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\27FIOUA6PES98VYAEY16QAE1.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\287XKAFFEQGNJ97HPA96NLHC.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\2881ULP9GCNQJM4HWP0I6H95.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\28XMH97TB4SACMVXFCES5TPF.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\2FXP32L85L4495S6SR8L2QU2.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\2JGXPQY28SGH2P87QWIWUOS6.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\2MGPXC1BPNPL1PQP6ESH9ZLX.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\2USDXPCOQN5OHJB30JIMJC7P.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\2XQB4M2K3UR0VAOP28QJ5PVS.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\38ILJ637QDF2K8OZZFO4WEDZ.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\3CT8996I37A28US7OS3XT7GR.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\3P83OUIR852VY814ENL3UQAH.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\3TAULLEDTPXCTXUH02SJRXCY.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\3UTXH5DESW9GJBLMYUAISKCP.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\3WFKEJ8H60YRNFSNCT63M76H.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\3XXRNIDJ86YG0L1OTKYKDF58.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\41OU5MJ3B3Z9MJHRXKZASA4X.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\44XJ1S9Q7CFMTTGMLVKP6EE5.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\46CJVLMAAZRCXZ6R4FEAG9U9.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\46JJDLM6CLPZAJ7FZVL1A4JJ.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\48Q6UP4PM1PWDTZDO0ALBRMK.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\4HALEFAQSU30BY8MWLITBH0E.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\4P8XMJ8WMB7J1EEVH7AD92QO.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\527XCBGYTLCQ8T3BUNV3RH4W.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\54644L3DF2KL9OIPFEIEV4ST.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\55SLHT4JJNAKQJGCDI08YWPB.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\57NQGOO401TCFYDAEPFL87EB.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\5HO7NYZVJASJ3Y6Y2X977CL3.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\5LUGQM1Y42X6T7CJMV9XQE3C.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\5M62N15LO9T1DT6LPB37E5FL.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\5Q3VQRW8ACIT2FWQ20DX60T2.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\5YGWQHL1R0NMT5A216UKEEGF.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\6637O2GI2HQR49B5TJ68RCM3.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\67CCZV7B0NYIRX7PY9SJ9QPR.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\6B0Q3FOKK4RCNFUOEW8YDKLL.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\6CIUW6DTV3Q3DTO868TMP3E6.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\6IIW2IHZCO780OQN7OY53G3U.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\6J3YZ25R1KFZDECBQCP5E3SP.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\6JQGXFGBV9I3140EF57EYSZ0.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\6MONH5DAP68PY9CAO6V857OF.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\6MSY1HKZK64J9L0G005UVQ2J.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\6TKG6OI38ETRS0T8QEB0EG7O.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\6X4DC7I02YYPOZ4IFUGCF4XK.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\6Z9YFE1PHAN6WUTL43KKT3MC.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\71EVB5AMPXBE4FFUGVVRQ6AN.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\7ET3LOTMBHV8ROIHIUYR0TOQ.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\7GHLIXL4PL3MV0MNXW927WEK.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\7HJMAM2MTCM1GDVEIB72KP90.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\7JSVJIAC2A7L4AL703VV0PGB.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\7KGKYVU69D2O9N04LOBXDMKU.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\7KYYLHCB80QJXSQCVBFMD6QO.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\7MDUM7DJB6IJ2Y7LU5AQ89NI.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\7QAZ4LNI6BQTLZT3WPTFD6K3.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\7UJPFLJBGCW6XQWF79W3FYJS.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\7X0XFQKV49WWDFIQEYLU68FE.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\7Z8IEQ71U94NW9BLY2BX137P.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\88FJIFY09ZEY2KGAPEKDCDDD.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
