path,label,split,pred_class,confidence,flag_reason
../foodsg-233\rojak\Y0PYEN2OD3I6EZDLYHGXJGRL.jpg,rojak,all,roti john,0.16869716,low_confidence
../foodsg-233\rojak\Y5DMNNG43JW2SQ36ZUX9O5OL.jpg,rojak,all,Chinese fritters,0.13119222,low_confidence
../foodsg-233\rojak\Y5HQT8JIPOV7FI1LKLW2U2T4.jpg,rojak,all,rojak,0.18435082,low_confidence
../foodsg-233\rojak\YC4JU3YT5RRKCIR0JYMBNCDV.jpg,rojak,all,chwee kueh,0.21109512,low_confidence
../foodsg-233\rojak\YHA76WD3Q24JY3K35083EMO7.jpg,rojak,all,salad,0.12873651,low_confidence
../foodsg-233\rojak\YHVBE9FMFUJ7E4D4LTD03DOE.jpg,rojak,all,pineapple tarts,0.14091393,low_confidence
../foodsg-233\rojak\YK8RF1Q22KX9PTRTA8CD3C0G.jpg,rojak,all,yong tau foo,0.1809172,low_confidence
../foodsg-233\rojak\YQW12VUGBS3GOUTTEEL079FV.jpg,rojak,all,rojak,0.17571247,low_confidence
../foodsg-233\rojak\YTL6DVXXKZ8DZ41NVDZ78UIH.jpg,rojak,all,sambal stingray,0.29330197,low_confidence
../foodsg-233\rojak\YWYW2MO72F3MDWYHD00QIND1.jpg,rojak,all,Tauhu Goreng,0.15833035,low_confidence
../foodsg-233\rojak\Z0UPKWUZ58T94DX0FKW0TFYQ.jpg,rojak,all,cheese fries,0.18283316,low_confidence
../foodsg-233\rojak\Z5DQK6JJPR9UCWEACGOVOZ1C.jpg,rojak,all,rojak,0.25651997,low_confidence
../foodsg-233\rojak\ZANJOP8M28Y2VZ8PPTS8WLKH.jpg,rojak,all,"Chap chye, Nonya",0.07810304,low_confidence
../foodsg-233\rojak\ZHD284PJY6SGZMMYYCXW0ZGS.jpg,rojak,all,rojak,0.2048206,low_confidence
../foodsg-233\rojak\ZYETLII31JDV3790XJNX4RUP.jpg,rojak,all,rojak,0.27064332,low_confidence
../foodsg-233\roti john\0IXLNIRPCHOZJI9J5R237GNF.jpg,roti john,all,spring rolls,0.15889743,low_confidence
../foodsg-233\roti john\12Y5P1RDOH9ZX225NQVJQ23I.jpg,roti john,all,pineapple tarts,0.28195143,low_confidence
../foodsg-233\roti john\2CNRKIH7WU5VQ743S3DQSP05.jpg,roti john,all,pancake,0.2991366,low_confidence
../foodsg-233\roti john\2IC0SA7XB4WSH993EKVFIKD2.jpg,roti john,all,longan,0.28528363,low_confidence
../foodsg-233\roti john\32SJI5HLN0KRY8MODB2XV7HY.jpg,roti john,all,wholegrain muffin,0.16318883,low_confidence
../foodsg-233\roti john\3J3H0HC5C0Q10HUKODK89XFG.jpg,roti john,all,Indian Pancake,0.271539,low_confidence
../foodsg-233\roti john\3KNTPFGMI80VH0HEEDZO97ZJ.jpg,roti john,all,chicken pie,0.2524044,low_confidence
../foodsg-233\roti john\3V5HDE8Q4LQF6JIV4YEV7AV9.jpg,roti john,all,kaya toast,0.09330862,low_confidence
../foodsg-233\roti john\6ZKG6DT6KSYTNV1C3IYOGFJA.jpg,roti john,all,roti john,0.24869949,low_confidence
../foodsg-233\roti john\7EHV1HP004EUFMJP5Z7PBC30.jpg,roti john,all,kaya toast,0.09863201,low_confidence
../foodsg-233\roti john\7SS6VTHHT3M0CMPS9R0XUNJV.jpg,roti john,all,roti john,0.22141805,low_confidence
../foodsg-233\roti john\850TJ3C1QKZNSH4B1VXSGWQX.jpg,roti john,all,fried fish,0.20000525,low_confidence
../foodsg-233\roti john\8H2M4UP04IC7BCKS6SZNYC57.jpg,roti john,all,roti john,0.2726739,low_confidence
../foodsg-233\roti john\9KJYHWD44WLXWLIFOPAY5411.jpg,roti john,all,biscuit,0.12347583,low_confidence
../foodsg-233\roti john\9MU6WL7V5C0W5OJD0ZB659BH.jpg,roti john,all,oyster omelette,0.183857,low_confidence
../foodsg-233\roti john\ABUIIIE4BFENHVJDMVS8KFK5.jpg,roti john,all,bak kwa,0.14651856,low_confidence
../foodsg-233\roti john\COIIJIJYJEZYHE4NLN71EO6L.jpg,roti john,all,roti john,0.1737841,low_confidence
../foodsg-233\roti john\CYVJBWDXQV9EZ1XFA7RI2BA7.jpg,roti john,all,roti john,0.27446818,low_confidence
../foodsg-233\roti john\EQU3ZQTEB6PS2TOBR0401AV6.jpg,roti john,all,bak kwa,0.2979336,low_confidence
../foodsg-233\roti john\FML5LEIK0BJJ6JSIC6RKODHQ.jpg,roti john,all,Peanut Pancake,0.22977255,low_confidence
../foodsg-233\roti john\FMNHTXS7FITF6C8FU3BFCIY9.jpg,roti john,all,kebab - chicken,0.1977013,low_confidence
../foodsg-233\roti john\GUK0LAF200CHLX19LV35KWCL.jpg,roti john,all,White Bread,0.19132458,low_confidence
../foodsg-233\roti john\HQXEYO75EOILB3Y3C1UWPG9U.jpg,roti john,all,pineapple,0.2219634,low_confidence
../foodsg-233\roti john\IWLNSXEXKVXF28MGAIYNFW1N.jpg,roti john,all,Tauhu Goreng,0.23000489,low_confidence
../foodsg-233\roti john\K63ZC1D4E6UUPTAPX5DXBSI0.jpg,roti john,all,pineapple tarts,0.11750863,low_confidence
../foodsg-233\roti john\KFIQXOLEI7VMIR4VN4CUFZA0.jpg,roti john,all,roti john,0.15304442,low_confidence
../foodsg-233\roti john\LQRPYQ4SE77UXPR7NZU1XSNA.jpg,roti john,all,Tauhu Goreng,0.259813,low_confidence
../foodsg-233\roti john\MC500J93HI8YS35BEW7HBR6I.jpg,roti john,all,chai tow kuay,0.28528774,low_confidence
../foodsg-233\roti john\N5AM1RWKUVSOU757PWC8GCOK.jpg,roti john,all,pancake,0.24456954,low_confidence
../foodsg-233\roti john\P1VDFDROLGBT1EL254INODG8.jpg,roti john,all,roti john,0.16452417,low_confidence
../foodsg-233\roti john\PBQHNIC84XFLDMWX5OGW2VA6.jpg,roti john,all,pancake,0.12985472,low_confidence
../foodsg-233\roti john\PX2WJN05LKBCETBFP14BRBN0.jpg,roti john,all,sushi,0.20744464,low_confidence
../foodsg-233\roti john\QDUNNRMNSMYDVXEXOUZMKMNG.jpg,roti john,all,strawberry,0.1488421,low_confidence
../foodsg-233\roti john\SVC8QUIMFIBATCZKDDSL0OHS.jpg,roti john,all,roti john,0.29108348,low_confidence
../foodsg-233\roti john\SXZNR02TFPUOHY2DBD2QRZEO.jpg,roti john,all,roti john,0.28467944,low_confidence
../foodsg-233\roti john\T9HOWQRI37JRMZC37EWXYCUY.jpg,roti john,all,Tauhu Goreng,0.2709435,low_confidence
../foodsg-233\roti john\UAB1KRL26R7J7U9HJZ83C7BE.jpg,roti john,all,Indian Prata,0.10646041,low_confidence
../foodsg-233\roti john\ULAD8LJK6WYUOSO1ZQGFB8WI.jpg,roti john,all,Indian Pancake,0.23522249,low_confidence
../foodsg-233\roti john\V26RSYRG3LA6E73VF94N3SN9.jpg,roti john,all,roti john,0.23180757,low_confidence
../foodsg-233\roti john\VSOGPH0CTO2LJF1ERIY9OMIA.jpg,roti john,all,wholegrain muffin,0.286866,low_confidence
../foodsg-233\roti john\WC4H068VYQRXOFPK3C8TLYVV.jpg,roti john,all,oyster omelette,0.1828913,low_confidence
../foodsg-233\roti john\WRUMUPF095D3WPM9N8DVB8PT.jpg,roti john,all,Macaroni,0.23417114,low_confidence
../foodsg-233\roti john\XIF1CSEDT2B5NQOPXK82YE05.jpg,roti john,all,sausage rolls,0.18295318,low_confidence
../foodsg-233\roti john\Y9840UZ10854DVJX7D8YHO95.jpg,roti john,all,Nasi pattaya,0.24288441,low_confidence
../foodsg-233\roti john\YHF7KE63S1H0IDHP23IF9UKM.jpg,roti john,all,roti john,0.2618813,low_confidence
../foodsg-233\roti john\ZOHGWDE4SQQBA6R3ABB1UT35.jpg,roti john,all,roti john,0.2074068,low_confidence
../foodsg-233\roti john\ZQOAYX334LUOO1BLBBBWZQ4T.jpg,roti john,all,roti john,0.16365218,low_confidence
../foodsg-233\roti john\ZRRYV6HOPA8G0ZURA3FENSQ6.jpg,roti john,all,roti john,0.21535169,low_confidence
../foodsg-233\salad\03NKGLLRWX18OQ6L4HJC9JPB.jpg,salad,all,salad,0.24133845,low_confidence
../foodsg-233\salad\09O6OXJBFEWBBR7QHDFZNJO9.jpg,salad,all,buckwheat,0.14150076,low_confidence
../foodsg-233\salad\0I6009M0WU0NKKARJ73SS0IB.jpg,salad,all,salad,0.11831365,low_confidence
../foodsg-233\salad\0JMZCTK2RFBLO1W0ATT0EK5Z.jpg,salad,all,thunder tea rice,0.25989097,low_confidence
../foodsg-233\salad\159KHRH7U8OZROPSIUL0V2GH.jpg,salad,all,Barley,0.14754407,low_confidence
../foodsg-233\salad\1O1TKTVU30XI83CMF9274RCL.jpg,salad,all,mixed vegetables,0.21487479,low_confidence
../foodsg-233\salad\1RLV08T9972A75FQLHAD1Z6H.jpg,salad,all,breakfast cereal,0.2341014,low_confidence
../foodsg-233\salad\2H70MEHA32Z9LEO5K80LZ6SY.jpg,salad,all,salad,0.23107122,low_confidence
../foodsg-233\salad\2LM6WFDROXJU02HKTVCVND4S.jpg,salad,all,mixed vegetables,0.15300709,low_confidence
../foodsg-233\salad\2RKV4YLMEFMQTKSMJXOVRBKI.jpg,salad,all,Snacks and Chips,0.12585965,low_confidence
../foodsg-233\salad\2WG98V2T7324BMBGN81XY0FZ.jpg,salad,all,tacos and nachos,0.2799768,low_confidence
../foodsg-233\salad\2XDZG34XAMSSJPS5TWTOG0DN.jpg,salad,all,buckwheat,0.17094086,low_confidence
../foodsg-233\salad\3AUCCF5MO4JLZARBDOY8CC46.jpg,salad,all,mixed vegetables,0.22389333,low_confidence
../foodsg-233\salad\3PGA6GEMPXA0RVGHAKCC9HHE.jpg,salad,all,canned Fruit salad,0.23562658,low_confidence
../foodsg-233\salad\40I4YBAX6OFUGD7C8LWVPSN4.jpg,salad,all,"Pilaf, pea",0.17262177,low_confidence
../foodsg-233\salad\59V41ZBL679W25J8KDAWDS6S.jpg,salad,all,Fried Noodles,0.13905415,low_confidence
../foodsg-233\salad\652ILHVITFH0NTUYXLXGAMQC.jpg,salad,all,mixed vegetables,0.11069427,low_confidence
../foodsg-233\salad\6JB1SL0BGTN4KIUZFFDHPGN5.jpg,salad,all,yuseng,0.17911024,low_confidence
../foodsg-233\salad\6MKKJINCW2JSBMTP17TIC4UX.jpg,salad,all,salad,0.2597885,low_confidence
../foodsg-233\salad\7IXGKKMLFAC5PC0GIMHWE9BG.jpg,salad,all,salad,0.2563535,low_confidence
../foodsg-233\salad\7MS7YD3Q188J07G77KHCWZ93.jpg,salad,all,thunder tea rice,0.1133485,low_confidence
../foodsg-233\salad\7XJL0DYDWFWYBNPQVGEWYQXO.jpg,salad,all,salad,0.26594424,low_confidence
../foodsg-233\salad\7YY5P3KKQMNGM00A3DQG2DJK.jpg,salad,all,Avocados,0.23418471,low_confidence
../foodsg-233\salad\81FMM997A5XFJ5ZHUX1RKUYR.jpg,salad,all,mixed vegetables,0.18726587,low_confidence
../foodsg-233\salad\8A5N69AYAHX726WA1NBBZUGY.jpg,salad,all,gulai daun ubi,0.13133413,low_confidence
../foodsg-233\salad\91UB028V62BWKNTMIDWJGUVB.jpg,salad,all,"Rice, with dakgalbi",0.13847832,low_confidence
../foodsg-233\salad\93TLN7O57WBXEFXBKWABKOLQ.jpg,salad,all,green leafy vegetables,0.16203175,low_confidence
../foodsg-233\salad\9CM9KHUVMS01VSPK8XR3KS37.jpg,salad,all,salad,0.28123873,low_confidence
../foodsg-233\salad\9D1MLLI5F6RN7PCIZTCPC01K.jpg,salad,all,wholegrain pasta,0.10271607,low_confidence
../foodsg-233\salad\9GL2BQUNU5E3TXKOUVNUEDJD.jpg,salad,all,mixed vegetables,0.26138166,low_confidence
../foodsg-233\salad\9NAV75CRTAZSXCXW61XCIEC7.jpg,salad,all,drunken prawn,0.16165814,low_confidence
../foodsg-233\salad\A27XQ93KAMINEI7DIHIVNK3G.jpg,salad,all,salad,0.214382,low_confidence
../foodsg-233\salad\ASU8CLJ5XLVBPRAJEFQPD8T3.jpg,salad,all,"Miso ramen, with fishcake",0.18725339,low_confidence
../foodsg-233\salad\B6FFW1OF56NS6B2TL9KS5A3L.jpg,salad,all,tom yum noodle soup,0.18692528,low_confidence
../foodsg-233\salad\BAAIU5GDBKNP3BR2P2O2PKED.jpg,salad,all,breakfast cereal,0.25716677,low_confidence
../foodsg-233\salad\BCSLK82J1JF8MK939IVBYFB4.jpg,salad,all,salad,0.21403237,low_confidence
../foodsg-233\salad\BF0X374WKJGU34AZUKM6FKT9.jpg,salad,all,mixed vegetables,0.17344154,low_confidence
../foodsg-233\salad\BFR9OR4HAYRGFPX6FZU1EUYP.jpg,salad,all,buckwheat,0.19801112,low_confidence
../foodsg-233\salad\BH1LL0SOS5C7I8OPTLEO7AOZ.jpg,salad,all,canned Fruit salad,0.17570804,low_confidence
../foodsg-233\salad\BMOMJLGR224FX5RB9ETLQMA4.jpg,salad,all,salad,0.122276016,low_confidence
../foodsg-233\salad\C2N6XYIF808AE3JPNZ387GZL.jpg,salad,all,salad,0.1153186,low_confidence
../foodsg-233\salad\C5193OAQSNG1V0XMR5QRBYPO.jpg,salad,all,"Chap chye, Nonya",0.26643655,low_confidence
../foodsg-233\salad\CDGVYLFT07QF69GQDSA7K0TI.jpg,salad,all,wholegrain pasta,0.052377045,low_confidence
../foodsg-233\salad\CWCDS41W7QGZGM7AG12FYPUL.jpg,salad,all,Sweets,0.25567725,low_confidence
../foodsg-233\salad\D98TX5DSUY8QA9VZQKCVHLQQ.jpg,salad,all,salad,0.24279165,low_confidence
../foodsg-233\salad\DB8DO5LS0NY5KKFF7TYOBZQG.jpg,salad,all,salad,0.14554861,low_confidence
../foodsg-233\salad\DCFK4A2DKU7ODZ3YM2VO8JGG.jpg,salad,all,strawberry,0.28348443,low_confidence
../foodsg-233\salad\E9XPV5WHUWBPJSJ1HG1J2OM8.jpg,salad,all,green leafy vegetables,0.15499376,low_confidence
../foodsg-233\salad\EHDYEYL62FC381WDP2SK4HXH.jpg,salad,all,Barley,0.18199469,low_confidence
../foodsg-233\salad\EKFELNSBS2H8BKCI2VN8D8NX.jpg,salad,all,paella seafood,0.17226006,low_confidence
../foodsg-233\salad\EY3O3IO1MA7X7LRIBPPKUFLE.jpg,salad,all,salad,0.29048952,low_confidence
../foodsg-233\salad\FUWOIOLXEQLAQ0TT5TFISPG6.jpg,salad,all,Apple,0.2607806,low_confidence
../foodsg-233\salad\G09JQO4V4PQ42WF0JUJ8BOAC.jpg,salad,all,salad,0.2697784,low_confidence
../foodsg-233\salad\G5FDUTHMXVTY0LA1JPZD66P3.jpg,salad,all,Sweets,0.18384863,low_confidence
../foodsg-233\salad\GDG5NOW6SSQIOCH4JKRVUB6H.jpg,salad,all,thunder tea rice,0.19135296,low_confidence
../foodsg-233\salad\GFPZJBTKXW9HDS42R8VPTVPA.jpg,salad,all,blueberries,0.1739283,low_confidence
../foodsg-233\salad\GHT22N7R3Y9LAV4VV3GG544F.jpg,salad,all,buckwheat,0.114643924,low_confidence
../foodsg-233\salad\H65OZCN3VYQW7XIIZA04UU9R.jpg,salad,all,canned Fruit salad,0.21628217,low_confidence
../foodsg-233\salad\H9J4SUB8OXTEKPG1AKWRP0WJ.jpg,salad,all,salad,0.26580557,low_confidence
../foodsg-233\salad\HLHP3OVFBLFVO7V2F2D32VVT.jpg,salad,all,Bibimbap,0.2862466,low_confidence
../foodsg-233\salad\HRZO2RNK8XPCWY1VX47WBYGV.jpg,salad,all,mango pudding,0.060194995,low_confidence
../foodsg-233\salad\HV4XQ1TJVHPYW5G6YL0D29CW.jpg,salad,all,Mee soto,0.14860117,low_confidence
../foodsg-233\salad\I9TX70OEQEIJHCU6LUAIURJZ.jpg,salad,all,wholegrain pasta,0.22652197,low_confidence
../foodsg-233\salad\ILH2C2MC2NZOULFI7F09FXDZ.jpg,salad,all,Tauhu Goreng,0.11730296,low_confidence
../foodsg-233\salad\JCONXOIZHJUV6RHX7EE230GE.jpg,salad,all,wholegrain pasta,0.25539544,low_confidence
../foodsg-233\salad\JCYO711SA53B09IGWXR7BPPL.jpg,salad,all,salad,0.28699973,low_confidence
../foodsg-233\salad\JJEIECPV1X4G27NQVQDKY86R.jpg,salad,all,salad,0.14754076,low_confidence
../foodsg-233\salad\JWQA172YUOV0NDK8BJCFWGF5.jpg,salad,all,salad,0.2791063,low_confidence
../foodsg-233\salad\JY7X68XHAKTYD5WP6LOHQX7M.jpg,salad,all,green leafy vegetables,0.26878208,low_confidence
../foodsg-233\salad\JZKH2RIFIPNTKFMV915GPY60.jpg,salad,all,fried prawn,0.18356484,low_confidence
../foodsg-233\salad\KBON78UDIQJUM5RBBOKIDVE2.jpg,salad,all,salad,0.1960688,low_confidence
../foodsg-233\salad\KKVJAKHN645VZZC2AT94CA78.jpg,salad,all,breakfast cereal,0.27027348,low_confidence
../foodsg-233\salad\KU0HTD6X0RKT9FBP3GRDWWCH.jpg,salad,all,tacos and nachos,0.11060022,low_confidence
../foodsg-233\salad\L1QYAPEEKAXEPO9297VZ48DT.jpg,salad,all,mixed vegetables,0.27300054,low_confidence
../foodsg-233\salad\L4CR8A7A1Q37MKP2PK4W58V7.jpg,salad,all,"Rice, korean bulgogi beef",0.12399399,low_confidence
../foodsg-233\salad\LDMSHQKPF3W1XZALEXX0KUJH.jpg,salad,all,yuseng,0.118392624,low_confidence
../foodsg-233\salad\LGB5ERDKS4TSYN9GIYHH4P2W.jpg,salad,all,Wholegrain Wrap,0.07082813,low_confidence
../foodsg-233\salad\LMBG7D5VGOIL7JOQREUU1UTR.jpg,salad,all,buckwheat,0.07192116,low_confidence
../foodsg-233\salad\LQYOIWE150G2X9L8GYV9EGT1.jpg,salad,all,Laksa,0.11308413,low_confidence
../foodsg-233\salad\LTG5DW000GOB7AMQ8JFC6NL9.jpg,salad,all,buckwheat,0.22197765,low_confidence
../foodsg-233\salad\LWXEO84BQZI4L93QKZ0OI8I9.jpg,salad,all,buckwheat,0.2566973,low_confidence
../foodsg-233\salad\LWXJ9N9Z07RV9UGRONA1NRYK.jpg,salad,all,breakfast cereal,0.2859522,low_confidence
../foodsg-233\salad\M0RP73TA4VFPRTUJWUFJOVEV.jpg,salad,all,mixed vegetables,0.19548193,low_confidence
../foodsg-233\salad\MZAGAVCDCMABQU4ZR83LF202.jpg,salad,all,tacos and nachos,0.24644856,low_confidence
../foodsg-233\salad\NCEKCIKQJARUU7W1LP4HW2NV.jpg,salad,all,waffle,0.19515367,low_confidence
../foodsg-233\salad\NNJCN6HCVO2PSPJ4234QBBKY.jpg,salad,all,Avocados,0.29257262,low_confidence
../foodsg-233\salad\NYRUR3Z1CKUKTJ19G5E7FSOJ.jpg,salad,all,pasta - fettuccine,0.28645802,low_confidence
../foodsg-233\salad\OSO5GFQPWXABBGZM2WYJF399.jpg,salad,all,breakfast cereal,0.22325169,low_confidence
../foodsg-233\salad\OYZMNXTP1EJB8G5V3TKZCNRB.jpg,salad,all,breakfast cereal,0.2677378,low_confidence
../foodsg-233\salad\PGQFL27MQ4ZAVH0TY68FR8IB.jpg,salad,all,canned Fruit salad,0.19051132,low_confidence
../foodsg-233\salad\PQ3WZ88Y2VPY7R5BUQLCM0I1.jpg,salad,all,green leafy vegetables,0.27748334,low_confidence
../foodsg-233\salad\PVJEW5EUHY13QDI4O49VBZ6C.jpg,salad,all,wholegrain pasta,0.15983304,low_confidence
../foodsg-233\salad\Q2TIIW7YGPCI5H9L3J8WY8YE.jpg,salad,all,green leafy vegetables,0.22051801,low_confidence
../foodsg-233\salad\QIU7P80GMX67A6E87TB5R8U4.jpg,salad,all,cake,0.1932706,low_confidence
../foodsg-233\salad\R9N8S7AU0KKPCQTZLZCWXZ9X.jpg,salad,all,mixed vegetables,0.13981996,low_confidence
../foodsg-233\salad\RJ1ZYFSN3DIWXPVKFOSXQDZ2.jpg,salad,all,salad,0.11345503,low_confidence
../foodsg-233\salad\RWT3WFYK46XL4ASCDH64H7MY.jpg,salad,all,salad,0.25979415,low_confidence
../foodsg-233\salad\S0UQ7C22F7JA6JTRM15ZNJUA.jpg,salad,all,salad,0.2665906,low_confidence
../foodsg-233\salad\SGJJWIUT47ZHXYWJR7UE0CH8.jpg,salad,all,breakfast cereal,0.112850875,low_confidence
../foodsg-233\salad\SWNLX81D5AJIH6M5UU0SN0PN.jpg,salad,all,Sweets,0.14345402,low_confidence
../foodsg-233\salad\TBW55H9KE7LL90RQRWQ7Q2TR.jpg,salad,all,mixed vegetables,0.15878284,low_confidence
../foodsg-233\salad\TH8GODBBR7JFY3H08GZP9JM1.jpg,salad,all,Macaroni,0.17739731,low_confidence
../foodsg-233\salad\THMYDN74R4T7C2980GOPV3RU.jpg,salad,all,buckwheat,0.29699647,low_confidence
../foodsg-233\salad\TLFH2E3245CNH69TXCGVWN5G.jpg,salad,all,salad,0.15690257,low_confidence
../foodsg-233\salad\TXOAAHN5G567S7TD03NGI0FE.jpg,salad,all,vegetable soup,0.24703777,low_confidence
../foodsg-233\salad\U1MNH5XL2AC5GNUK8DUPXP4E.jpg,salad,all,salad,0.17912658,low_confidence
../foodsg-233\salad\U1TL4XPF35JRUY9TVQ95EZGE.jpg,salad,all,Laksa,0.08974577,low_confidence
../foodsg-233\salad\USR753KU1WGG6KC73NK7JTH8.jpg,salad,all,pasta - fettuccine,0.2865609,low_confidence
../foodsg-233\salad\VK6A50B3FTFXD1FA8P9F5BZ3.jpg,salad,all,steamed grouper,0.21989372,low_confidence
../foodsg-233\salad\VYPTMKX1MXXJ8SC2JVVFFH0C.jpg,salad,all,salad,0.1890957,low_confidence
../foodsg-233\salad\VYQPF6FNGET10ZHAEHRHY94H.jpg,salad,all,"Rice, korean bulgogi beef",0.27199736,low_confidence
../foodsg-233\salad\VZGMH5JT99OVMQTX4DVFCNWW.jpg,salad,all,bak chor mee,0.27426285,low_confidence
../foodsg-233\salad\W5TE4R5FMMG3IZBUS9ER035R.jpg,salad,all,"Rice, korean bulgogi beef",0.050896008,low_confidence
../foodsg-233\salad\WAN730A8TPFJ8E41FFSW3R2O.jpg,salad,all,satay bee hoon,0.1627564,low_confidence
../foodsg-233\salad\WIPM72T3WRI8SOM0DW5KPK31.jpg,salad,all,salad,0.23654296,low_confidence
../foodsg-233\salad\XF7UMREUWF150NH9AWRE313X.jpg,salad,all,Wholegrain Wrap,0.15064104,low_confidence
../foodsg-233\salad\Y65O5P09F4FTIX57459RRYQO.jpg,salad,all,salad,0.15936965,low_confidence
../foodsg-233\salad\YKS2IDZG8U0FVDGRMCR7A4YB.jpg,salad,all,Sweets,0.235351,low_confidence
../foodsg-233\salad\YKZT19TZFY7SC8YJYB1V75FF.jpg,salad,all,"Rice, korean bulgogi beef",0.18713988,low_confidence
../foodsg-233\salad\YR92RX7OXEH61Y9I9G9XJ58B.jpg,salad,all,Sweets,0.17841873,low_confidence
../foodsg-233\salad\YZY8U9EDVXH8Y62LI2EHWMCZ.jpg,salad,all,sushi,0.19714408,low_confidence
../foodsg-233\salad\ZD5NJ5UATF3BNMT0N3A0CV4T.jpg,salad,all,fried prawn,0.16011569,low_confidence
../foodsg-233\salad\ZHBTG76IILXIC526CJUN4WG3.jpg,salad,all,Prawn Noodle,0.24848159,low_confidence
../foodsg-233\salad\ZS9YA6SWWK313U8RAHU599XI.jpg,salad,all,mixed vegetables,0.18996307,low_confidence
../foodsg-233\salmon - grilled\0D6QVY5DNR2LW8EUPPTC2TFY.jpg,salmon - grilled,all,sushi,0.18693623,low_confidence
../foodsg-233\salmon - grilled\0LTPVU4DTF4EXL8AR0Q58AVY.jpg,salmon - grilled,all,Duck Rice,0.2150746,low_confidence
../foodsg-233\salmon - grilled\0YB5CLT313M9BGYWSC2H1OB3.jpg,salmon - grilled,all,Chinese fritters,0.24389108,low_confidence
../foodsg-233\salmon - grilled\0Z7OESEKPS0S3VH3Q7GOI2WG.jpg,salmon - grilled,all,wholegrain pasta,0.29505655,low_confidence
../foodsg-233\salmon - grilled\11YJCDKMMHNAEXMAP48FR7EP.jpg,salmon - grilled,all,salad,0.14270057,low_confidence
../foodsg-233\salmon - grilled\17QEJXGHZ5DIVNYMHNPB1NU0.jpg,salmon - grilled,all,mixed vegetables,0.2093519,low_confidence
../foodsg-233\salmon - grilled\1DIH4420FB5GXFQ37EAVUM94.jpg,salmon - grilled,all,salmon - grilled,0.24926972,low_confidence
../foodsg-233\salmon - grilled\1YOCAC9F5AWO48DHJK3RXDW3.jpg,salmon - grilled,all,mixed vegetables,0.16698666,low_confidence
../foodsg-233\salmon - grilled\22AMINZ9AZVLEOZ6C9CRFZFM.jpg,salmon - grilled,all,cake,0.17517653,low_confidence
../foodsg-233\salmon - grilled\2NUYYESEVD79D2DXHR259HSL.jpg,salmon - grilled,all,kaya toast,0.28055003,low_confidence
../foodsg-233\salmon - grilled\2RMLVK540466M80MSICZKHTL.jpg,salmon - grilled,all,cooked brown rice,0.15129408,low_confidence
../foodsg-233\salmon - grilled\2SXTKGJMRDCR5CG5WTPXV2PQ.jpg,salmon - grilled,all,salmon - grilled,0.23194627,low_confidence
../foodsg-233\salmon - grilled\4GGX46PENA4TTRUECVT1468S.jpg,salmon - grilled,all,pancake,0.1690638,low_confidence
../foodsg-233\salmon - grilled\5J50L85X56DZQ8F32P7D3YZD.jpg,salmon - grilled,all,orange,0.18462177,low_confidence
../foodsg-233\salmon - grilled\5M9OVY7BU8EQUQ0PRHGMBDIW.jpg,salmon - grilled,all,salmon - grilled,0.2782287,low_confidence
../foodsg-233\salmon - grilled\5N58X87E6PNQ59WBI5MUJSON.jpg,salmon - grilled,all,salmon - grilled,0.28289548,low_confidence
../foodsg-233\salmon - grilled\5PJW9JEC560VHW2ZE79AGF5V.jpg,salmon - grilled,all,salmon - grilled,0.2958114,low_confidence
../foodsg-233\salmon - grilled\5SCPY7EW8P987TFGKEH7T4FP.jpg,salmon - grilled,all,green leafy vegetables,0.18420072,low_confidence
../foodsg-233\salmon - grilled\6A6TWMZGILMW1AOWFBD4LUHE.jpg,salmon - grilled,all,roti john,0.28298244,low_confidence
../foodsg-233\salmon - grilled\6RJVEHYWPWVIHCANYUCWWNPY.jpg,salmon - grilled,all,fried fish,0.106796004,low_confidence
../foodsg-233\salmon - grilled\71WVIQDG0S46B34EQZ3FCF5H.jpg,salmon - grilled,all,ngoh hiang,0.13093537,low_confidence
../foodsg-233\salmon - grilled\7AR441K02KK6SQQPXR8B5C0L.jpg,salmon - grilled,all,mixed vegetables,0.18471034,low_confidence
../foodsg-233\salmon - grilled\7KDGHJGC7XTIJ4BMRMPOZ3G0.jpg,salmon - grilled,all,salmon - grilled,0.24398959,low_confidence
../foodsg-233\salmon - grilled\7MGM5U0V6L6CE9L1RTCYM3AM.jpg,salmon - grilled,all,salmon - grilled,0.14561,low_confidence
../foodsg-233\salmon - grilled\7MKBJ97C6MU3RO15P5AFAGAU.jpg,salmon - grilled,all,salmon - grilled,0.23021638,low_confidence
../foodsg-233\salmon - grilled\8Q3I921EKZZ7JXS9DTLCHYDC.jpg,salmon - grilled,all,steamed grouper,0.17850605,low_confidence
../foodsg-233\salmon - grilled\9FXY7UV048YUSGZT2PJ0HBRQ.jpg,salmon - grilled,all,Pomelo,0.2940537,low_confidence
../foodsg-233\salmon - grilled\9W43O3CFYYE35GCQWXEFDOLI.jpg,salmon - grilled,all,canned Fruit salad,0.25350127,low_confidence
../foodsg-233\salmon - grilled\ABRIDSUL8M53D151R0NF74T6.jpg,salmon - grilled,all,salmon - grilled,0.28161478,low_confidence
../foodsg-233\salmon - grilled\AMWENSZJI8OWP281C9041TBS.jpg,salmon - grilled,all,salmon - grilled,0.27354467,low_confidence
