path,label,split,outlier_score
../foodsg-233\Wholegrain Wrap\BZ1RB9B5IBWOWJMJQMI0P7K8.jpg,Wholegrain Wrap,all,-0.48944097604487713
../foodsg-233\Mee bandung\OKSE3QZ9B9XW876FOWUHEGDB.jpg,Mee bandung,all,-0.48943512328503935
../foodsg-233\salad\GHT22N7R3Y9LAV4VV3GG544F.jpg,salad,all,-0.48941469753405364
../foodsg-233\mixed vegetables\7GS264WVBKK69W6IECCMDELA.jpg,mixed vegetables,all,-0.48940355530569857
../foodsg-233\Nuts\I8HNCVLU7TYDHN780YPBXLMA.jpg,Nuts,all,-0.4893880480824184
../foodsg-233\buckwheat\6X2FMH7P3ZT19005R5OUBTXA.jpg,buckwheat,all,-0.4893810585476842
../foodsg-233\Hor Fun\0WQBOQ1045TO97020JDZZCEW.jpg,Hor Fun,all,-0.4893803006925796
../foodsg-233\oyster omelette\540D966B2363NRTHJYZJ1HIG.jpg,oyster omelette,all,-0.4893738732247014
../foodsg-233\Fruit juice\ZNUMZDPYTBO88CIEJARN1V2O.jpg,Fruit juice,all,-0.48937142924320964
../foodsg-233\Soft boiled eggs\JDCDPZE8CO5QVGI199KF8XR8.jpg,Soft boiled eggs,all,-0.489370773570607
"../foodsg-233\Miso ramen, with fishcake\8A4SMI489TML0B5VEJMI416C.jpg","Miso ramen, with fishcake",all,-0.48936820269421344
../foodsg-233\Pomelo\4DDWWLIBZ3BT5NXU631MXOB8.jpg,Pomelo,all,-0.48935727001383156
../foodsg-233\cake\99LHU83KYK2VSK6FZ61W95SY.jpg,cake,all,-0.4893453173184851
../foodsg-233\seaweed snack\E045C7PAMGIXTUFASCL864IQ.jpg,seaweed snack,all,-0.48933960267742943
../foodsg-233\Mee rebus\UBI4JG92XSS9B79AQPILFZMQ.jpg,Mee rebus,all,-0.48933873480817436
../foodsg-233\Pomelo\Y08VFP1A4HDIKP2R5V5JI6K1.jpg,Pomelo,all,-0.4893353808345214
../foodsg-233\Mee kuah\LFQ6A4W87HNKFZJQOV5FVBV9.jpg,Mee kuah,all,-0.4893343623979884
../foodsg-233\vegetable soup\VOO811SGSA5PRABD612593KY.jpg,vegetable soup,all,-0.4893324672284705
../foodsg-233\Ban Mian\BIW1WIPGA8L6Q9W7OEQNU3QV.jpg,Ban Mian,all,-0.4893283550827055
../foodsg-233\biscuit\3WGD9MKEP9GRGUD80JZPKUSA.jpg,biscuit,all,-0.48931573430728925
../foodsg-233\Hor Fun\30PTFR857Z868D96RUAZTTWL.jpg,Hor Fun,all,-0.48931202433137866
../foodsg-233\muesli\1MF58RZISRT76Y3DO4JGZF70.jpg,muesli,all,-0.48930959617971403
../foodsg-233\Wholegrain Wrap\75EONOJP1DEK1OCZGH3LG06O.jpg,Wholegrain Wrap,all,-0.4893028681367932
../foodsg-233\Seafood Noodles Soup\YCBAJTWSZGZ3LP8AZX7DIPOX.jpg,Seafood Noodles Soup,all,-0.4893007508350216
../foodsg-233\Bubble Milk Tea\8YIQOVBOUZ1GNAQ5TNJ9PLLQ.jpg,Bubble Milk Tea,all,-0.4892974128770345
../foodsg-233\assam pedas\SITYWGC2MU1QV163GMG3CAB7.jpg,assam pedas,all,-0.4892786346596669
../foodsg-233\yuseng\SJIVVFP6AC4AQQDL1BWHXEMB.jpg,yuseng,all,-0.4892739478413933
../foodsg-233\chicken soup\I96JNAASU9VDARXHUDGIHKCL.jpg,chicken soup,all,-0.48926509698484133
../foodsg-233\satay\L3E4J6V67YGX6RVCI3NPZ8T5.jpg,satay,all,-0.489259858835675
../foodsg-233\whole wheat\HWFSGZ91DA73TX1W5P0X0OKO.jpg,whole wheat,all,-0.4892573537186217
../foodsg-233\Mee goreng\53WP6ACUBDAYC27ZBX1XTGVU.jpg,Mee goreng,all,-0.4892482553514458
../foodsg-233\chicken soup\DZ0ALS5NKSSLW8KPNXYUEE1C.jpg,chicken soup,all,-0.48924626680370004
"../foodsg-233\Bee hoon, goreng\NJ0YMWRIDM2M2AVDZJJ4I95T.jpg","Bee hoon, goreng",all,-0.48924554231430833
../foodsg-233\mee pok\KZYYIQYTSFQC9PSL4DZLAQKR.jpg,mee pok,all,-0.48924504711073885
../foodsg-233\wholegrain pasta\12ZBN0QWT6I9Y3A9B2PMYEKH.jpg,wholegrain pasta,all,-0.4892393416620904
../foodsg-233\fried chicken\TVG0RP386R81LMB0LZI6KPW8.jpg,fried chicken,all,-0.48923637879242005
../foodsg-233\Kway Teow\STHJRYCVO59GUCVK7J2J9RMX.jpg,Kway Teow,all,-0.4892351291413825
../foodsg-233\Mee goreng\3EYOIIS6MLS85LTXGSWWZAAH.jpg,Mee goreng,all,-0.4892127080164681
"../foodsg-233\Bee hoon, goreng\MG2WWC6732HAIUK04I0G51O6.jpg","Bee hoon, goreng",all,-0.48920757597209696
../foodsg-233\Nasi Ambeng\XYV3KEUZ2E24FEJUE6T8ZMAQ.jpg,Nasi Ambeng,all,-0.4892067335971972
../foodsg-233\sliced fish soup\63CKCQWQ4EWZOXE08XJ38CNG.jpg,sliced fish soup,all,-0.4891947188775183
../foodsg-233\hokkien prawn mee\YM39UFQI8U7QTYXF7APR1I5E.jpg,hokkien prawn mee,all,-0.4891835500117608
../foodsg-233\lamb chops\2DHTEE20E3MOEG75W0OC9ZYO.jpg,lamb chops,all,-0.48917871598557905
../foodsg-233\yuseng\BLOU3Y6DX6TFQ89NGH7M273W.jpg,yuseng,all,-0.4891770338172867
../foodsg-233\Fruit juice\6XA2BS9TPB6HEL5JGTVHN7TP.jpg,Fruit juice,all,-0.4891685801612703
"../foodsg-233\Miso ramen, with fishcake\U9NLZL4SS2XEKITDEVG559QK.jpg","Miso ramen, with fishcake",all,-0.48916238526646505
../foodsg-233\spring rolls\JAZ1HCZOXXSVNT7CC20E4BRP.jpg,spring rolls,all,-0.48915754092321
../foodsg-233\muesli\MTD9PETXPTZKMM656QINMUM9.jpg,muesli,all,-0.4891551945891549
../foodsg-233\Mee rebus\029IEB54YHCI03QABZ2VD02A.jpg,Mee rebus,all,-0.4891462178933837
../foodsg-233\french fries\3BPMXZYOIP3NL4CJA17FFBUZ.jpg,french fries,all,-0.4891457198225559
../foodsg-233\whole oats\Z0VEJ21H5C0B5OZH7UJET2DI.jpg,whole oats,all,-0.48912623312552916
../foodsg-233\fried fish\57MD98TUWLY83FHZMIKRCV83.jpg,fried fish,all,-0.48912440071327545
../foodsg-233\Mee kuah\PJ5XXDBKAA84MCTQFUYBC7G8.jpg,Mee kuah,all,-0.4891203551072502
../foodsg-233\Ban Mian\3DPVFS81O4NI3BBY6B8XK6YT.jpg,Ban Mian,all,-0.48911614643588375
../foodsg-233\cake\JRZ9T5HE9FCXXP5HP0GVJBQ8.jpg,cake,all,-0.4891152581600601
../foodsg-233\ice cream - vanilla\S6R5NBF2L245MAEW1G9SXHTG.jpg,ice cream - vanilla,all,-0.48911446891488114
../foodsg-233\chicken masala\UW94WCUC0JBC582L1ZK5XSM2.jpg,chicken masala,all,-0.4891124168569928
../foodsg-233\Claypot Rice\GKRTYR0UXC8ZJMUZY9A4FO2B.jpg,Claypot Rice,all,-0.4891026326882869
../foodsg-233\french fries\I6XKCS22QMVK3RXMKG85I3ZO.jpg,french fries,all,-0.48910015532659734
../foodsg-233\Apple\18CDC5CTI0F3ABCSR84LXFRW.jpg,Apple,all,-0.4890962584010568
../foodsg-233\pig organ soup\JJO860RVPVKVCP6X2EQYJ011.jpg,pig organ soup,all,-0.48909572828564557
"../foodsg-233\Bee hoon, goreng\563QHY9311XMOJOJOVJGJJBQ.jpg","Bee hoon, goreng",all,-0.48909432147975723
../foodsg-233\murtabak\GSGAKZJ2PPPVC9LGET5HNMQB.jpg,murtabak,all,-0.489092831130559
../foodsg-233\spring rolls\4LFSOR719BZYYRRXYS6AX8NV.jpg,spring rolls,all,-0.48909208528970693
../foodsg-233\Katsudon\FY0KSN5CE23ES2QGYHF8YGYL.jpg,Katsudon,all,-0.48908823271298846
../foodsg-233\sausage rolls\JDGSMBER8LJW2KQS2YJMG1CU.jpg,sausage rolls,all,-0.48908682611853027
../foodsg-233\ice cream - vanilla\QNW095RLA13PIDIZIS8A92DW.jpg,ice cream - vanilla,all,-0.4890731778604066
../foodsg-233\mushroom soup\X8NGPHBOU209NUCS4YVYL6XU.jpg,mushroom soup,all,-0.48905904047463633
../foodsg-233\Soft boiled eggs\YXKRVAPZDT2CL5H0SE2CWJO6.jpg,Soft boiled eggs,all,-0.489052001483466
../foodsg-233\Soft boiled eggs\CLSSLXCNRZP1FDRO4CJAU1XW.jpg,Soft boiled eggs,all,-0.4890515844841817
../foodsg-233\bee hoon\A13C2LIMW5N3QCFCX7DEYH2L.jpg,bee hoon,all,-0.48905056121464946
"../foodsg-233\Rice, with dakgalbi\88FJIFY09ZEY2KGAPEKDCDDD.jpg","Rice, with dakgalbi",all,-0.48904088133725193
"../foodsg-233\Wanton mee, dry\2J3C1WD10YTWOW31ZSNG2O8E.jpg","Wanton mee, dry",all,-0.48903931933869227
"../foodsg-233\Don, chicken teriyaki\12LFQ6LC6XKZN77RGUVK176X.jpg","Don, chicken teriyaki",all,-0.48903751942743395
../foodsg-233\Fish and chips\ACVGQR5L3NSVORGAZ04GSETA.jpg,Fish and chips,all,-0.4890347660077932
../foodsg-233\Chocolate\9JH596XH9S0VPS3IQT1U129R.jpg,Chocolate,all,-0.4890346378158024
../foodsg-233\hokkien prawn mee\5AOA1JNB99MH8N693RMB4N7P.jpg,hokkien prawn mee,all,-0.4890343715577961
../foodsg-233\seaweed snack\M7NBTRO3WL1IXX3XY5VI1ZW1.jpg,seaweed snack,all,-0.489031952745288
../foodsg-233\mixed vegetables\AU08EI296LX1CWWPERJQ20UL.jpg,mixed vegetables,all,-0.4890309213583388
"../foodsg-233\Bee hoon, goreng\3QHL9VIK107UDWGCX364Q1O8.jpg","Bee hoon, goreng",all,-0.48902861360860045
../foodsg-233\Alcoholic Beverage\AVXVP5LIF78FSZ9HN6EZRXWJ.jpg,Alcoholic Beverage,all,-0.4890201977621585
"../foodsg-233\Pilaf, pea\ANBH51OHTUO7S7F4HAQYS4V6.jpg","Pilaf, pea",all,-0.4890103225144518
../foodsg-233\curry puff\UQST856P8MLNJU1A4E10QCEX.jpg,curry puff,all,-0.488997067693272
../foodsg-233\chwee kueh\MVHM6S0BL3K6I8W065AJ2R84.jpg,chwee kueh,all,-0.48899514101226543
../foodsg-233\tacos and nachos\OKE4H0W6YQ5AOE9R80W3TMZF.jpg,tacos and nachos,all,-0.48899062234291296
../foodsg-233\preserved fruit snacks\44YU1M348XI7AHP5C5MHCN7W.jpg,preserved fruit snacks,all,-0.48898624372214516
../foodsg-233\beef noodle soup\A0RN8S3VQECQGVHFZ8N4FK07.jpg,beef noodle soup,all,-0.4889839435447762
../foodsg-233\Apple\D9KPE1YXLI6519O1M7HNGQRX.jpg,Apple,all,-0.48896679287701433
../foodsg-233\beef noodle soup\GDML9VBOSYDRAZHF4I0QFWHF.jpg,beef noodle soup,all,-0.4889628143954101
../foodsg-233\salad\CKTQL3TMY4HS9P9U9GY1QWFU.jpg,salad,all,-0.48896006094976346
../foodsg-233\Wholegrain Wrap\MCN9I8O72H2AV8NQUOCDC63A.jpg,Wholegrain Wrap,all,-0.4889563692673667
../foodsg-233\Mee bandung\KSW7IRHJA62EMMAMZP1NVL8N.jpg,Mee bandung,all,-0.488951369797813
../foodsg-233\buckwheat\H95UX6JGD73ODXKKJCB3Y0O2.jpg,buckwheat,all,-0.488950296215763
../foodsg-233\chicken soup\IXO5L0L1XCBJUTNXV38D3TNU.jpg,chicken soup,all,-0.4889478651901646
../foodsg-233\kaya toast\BAI8ZRUPGBIS4HCFU4ACD5AA.jpg,kaya toast,all,-0.48894719560260747
../foodsg-233\Wholegrain Wrap\ETRMQNB7WQ9UB62BWDOBUP06.jpg,Wholegrain Wrap,all,-0.48894703584889526
"../foodsg-233\Miso ramen, with fishcake\K33M9IRNN7JPLXHUQTQ4GNW5.jpg","Miso ramen, with fishcake",all,-0.48894048368484644
../foodsg-233\french fries\OFNGQNGAMU1MW2A7ZSW53B3T.jpg,french fries,all,-0.48892987626066875
../foodsg-233\kebab - beef\7Y68EFZVKBN2X0YAQ1O4B8FP.jpg,kebab - beef,all,-0.4889279037061356
../foodsg-233\Seafood Noodles Soup\L9V8P0CE50V45N07MJWF5003.jpg,Seafood Noodles Soup,all,-0.488924737515617
../foodsg-233\baked beans\SZQ239QW429HCU9RCSLCFQ73.jpg,baked beans,all,-0.48891516505551125
../foodsg-233\buckwheat\2H3GAQBBYT1BEA8P3IFKT6RT.jpg,buckwheat,all,-0.48891442350164294
../foodsg-233\cereal prawns\VQES1626KJGT2VHS9A0XOE8M.jpg,cereal prawns,all,-0.4888939612076168
../foodsg-233\Udon\S44CLNNXZV15WDT3OZEZ0HMI.jpg,Udon,all,-0.48889002996039166
../foodsg-233\buckwheat\MRTYXQD4HPK60I62CO04J63X.jpg,buckwheat,all,-0.4888891031206575
"../foodsg-233\Rice, korean bulgogi beef\7GB1UQ7WXF0E5Q3B98W76T0E.jpg","Rice, korean bulgogi beef",all,-0.4888784654323382
../foodsg-233\Nuts\668WEN18ZAQOLT45A8KMVCFG.jpg,Nuts,all,-0.4888722522701029
../foodsg-233\Kway Teow\6DCUX9RXK1VPA2UU5HRT7A7E.jpg,Kway Teow,all,-0.48887182190910444
../foodsg-233\Bubble Milk Tea\GD6TN1G353MTITC2CDFOF3P9.jpg,Bubble Milk Tea,all,-0.48887039545655847
../foodsg-233\Kway Teow\3M7CRITSEKP3OVTBNSW8I6WK.jpg,Kway Teow,all,-0.48886487182231253
../foodsg-233\Mee soto\6R836YRF0QUMSQBX9AJ057OU.jpg,Mee soto,all,-0.4888560802995353
../foodsg-233\bak chor mee\2XA1HICOVIZ27B7Y8X2KTA5Z.jpg,bak chor mee,all,-0.48885138931335137
../foodsg-233\Udon\KPG9PGGID6B3TNENK79PZL04.jpg,Udon,all,-0.4888509676509648
../foodsg-233\waffle\Q1654HQSZHK77ZTMYRQGSU8B.jpg,waffle,all,-0.4888495702828146
../foodsg-233\canned Fruit salad\NM4JV14JBPV2UL7XHTS84F8T.jpg,canned Fruit salad,all,-0.4888431652793369
../foodsg-233\kuih bahulu\UTWZ6BRP2ZJLKL5LQ5DKPGUN.jpg,kuih bahulu,all,-0.4888427957130427
../foodsg-233\kueh lapis baked\ZBNX65KU6ZBRHCDYCWJKP0A4.jpg,kueh lapis baked,all,-0.4888400290180421
../foodsg-233\mee pok\SC1YKDF7J1YDCSWQV7UL0M7M.jpg,mee pok,all,-0.4888370948243657
../foodsg-233\steamed buns\G8P13BHJJR8GQJWYKIWIOJTI.jpg,steamed buns,all,-0.48882428885235063
../foodsg-233\canned Fruit salad\HYGFF4LGZ9RGHIOVS495TAO6.jpg,canned Fruit salad,all,-0.48881442208539827
../foodsg-233\Chocolate\TSS9OKX6OQ2ZIT9YXNL36CA8.jpg,Chocolate,all,-0.48881334989221786
../foodsg-233\Kway Teow\MJW5VVVPT2J6FCV8EHDFOAC3.jpg,Kway Teow,all,-0.48881062308668877
../foodsg-233\Lor mee\Q1KJENTIDI9NGPD820UUFNCF.jpg,Lor mee,all,-0.48880659704881957
../foodsg-233\Barley\G7O1Y6NMOIBOS1GUK7DVIOC1.jpg,Barley,all,-0.48880323835856854
../foodsg-233\rojak\1YN7WE2OU3OQQVEBK9KZY679.jpg,rojak,all,-0.48880316603566437
../foodsg-233\chilli crab\015XVVEYEBXT9T0AIFQPTB7I.jpg,chilli crab,all,-0.4888025014349658
../foodsg-233\seaweed snack\POG4PQFTS6RT2F529ANSDEO5.jpg,seaweed snack,all,-0.4887859686856689
../foodsg-233\yuseng\SJ5JAPEGV4FOA22HPEEFRM2B.jpg,yuseng,all,-0.48878561506042906
../foodsg-233\wholegrain pasta\2V6KEWSFXDU2H68RBF3H6607.jpg,wholegrain pasta,all,-0.48878450517577393
"../foodsg-233\Wanton mee, dry\8BPV8E7GXLIP86HZP8F6N76U.jpg","Wanton mee, dry",all,-0.4887837322886413
../foodsg-233\Fruit juice\2MMDX4ELGTCYOBVISQNZK64C.jpg,Fruit juice,all,-0.48877214169467187
../foodsg-233\mushroom soup\SAFTHHGRNC20MFYP05XXJQB0.jpg,mushroom soup,all,-0.4887687733119716
../foodsg-233\bak chor mee\IR7VREO56AUH0WDAFVJGBT4Q.jpg,bak chor mee,all,-0.4887651857650358
../foodsg-233\wholegrain pasta\N9Z8LSUR271G4U3615DE0H9B.jpg,wholegrain pasta,all,-0.4887627813450614
../foodsg-233\Soft boiled eggs\HKJ37NK7M5WQVSNKRA7X9BSV.jpg,Soft boiled eggs,all,-0.48876077019887804
../foodsg-233\kebab - chicken\S3N77MHYU2YNYP8N7L9PWZBH.jpg,kebab - chicken,all,-0.48875860871559984
../foodsg-233\kueh lapis baked\40K29XVC333LCHKOCCKBYW89.jpg,kueh lapis baked,all,-0.4887525574273613
"../foodsg-233\Mee siam, fried\J4DUSJBKSJBCLI1Y5HV7DAUA.jpg","Mee siam, fried",all,-0.48875248315476183
../foodsg-233\ayam penyet\ZP3SRAVC15GHLA8XNQW06RVA.jpg,ayam penyet,all,-0.4887449446505466
../foodsg-233\ice kacang\0CHV4K7B6D6WRZDEN1WGEGZH.jpg,ice kacang,all,-0.4887115282370151
../foodsg-233\seaweed snack\ZK110GHFXOBTSIF0QBHFIH94.jpg,seaweed snack,all,-0.48870544502859564
../foodsg-233\muesli\0V13XYA6V60VLID93ATJ00J2.jpg,muesli,all,-0.48870541023993613
../foodsg-233\sambal kangkong\OO457TFHXAHI2II0PVA4ZZDD.jpg,sambal kangkong,all,-0.4886929634641967
../foodsg-233\salad\91UB028V62BWKNTMIDWJGUVB.jpg,salad,all,-0.48866599014729156
../foodsg-233\spring rolls\G3QAUN2T9BLLCHAEPQVOTSUL.jpg,spring rolls,all,-0.48866460652561894
../foodsg-233\kueh lapis baked\5UE68SPCYW0IBT4VFCSW973G.jpg,kueh lapis baked,all,-0.4886589415465815
../foodsg-233\nasi lemak\HUJDJTA2M0TYTU7MAH8NPE0B.jpg,nasi lemak,all,-0.48865701505897174
../foodsg-233\Pomelo\WYBN6IJUZ0ZYV7OYBSYJKLZB.jpg,Pomelo,all,-0.48865693852019426
../foodsg-233\Kueh Salat\V3D9QA4MTYW8KJUDMZ3SPB9G.jpg,Kueh Salat,all,-0.4886521088442325
../foodsg-233\begedil\M7EVS8RFX7JDNA4UA93GBB4Q.jpg,begedil,all,-0.4886476726072509
../foodsg-233\beef noodle soup\CH70H8KBZLJ48KFWDZ7T4ZL7.jpg,beef noodle soup,all,-0.48864672625751854
../foodsg-233\kebab - beef\DLJPEYINHABS9MOQ78PQDILP.jpg,kebab - beef,all,-0.48864257421622354
../foodsg-233\chicken masala\8XLRLZNG9X539G3LXRV5UCPM.jpg,chicken masala,all,-0.4886383918471929
../foodsg-233\gulai daun ubi\6G8JNDR63RE22TRCXIIL3M1L.jpg,gulai daun ubi,all,-0.4886365211259955
../foodsg-233\Mee soto\D6QDCSFBRKSI9EGVG80PKTB9.jpg,Mee soto,all,-0.48863262762468457
../foodsg-233\fried rice\Q84SNE7IOK45ABSZSOL1HWNW.jpg,fried rice,all,-0.48863138566812586
../foodsg-233\canned Fruit salad\Q6H8ACTUD47ZJ5X9CDQM5L1Y.jpg,canned Fruit salad,all,-0.48862378907416865
../foodsg-233\satay\MDIHGQJ71Z35FYKQIGG1JDZJ.jpg,satay,all,-0.48861144230501713
../foodsg-233\kueh lapis baked\2EDYS6569VGJMA4E6VV9CC4E.jpg,kueh lapis baked,all,-0.48860956343452006
../foodsg-233\french fries\JMFP14ZNBQ587QMIEG2K3FVB.jpg,french fries,all,-0.48860766583929516
../foodsg-233\Pomelo\Y59O6SIVOTO75UFF62OLOOAL.jpg,Pomelo,all,-0.4886047145648846
../foodsg-233\sliced fish soup\FL2NGH910TU2K4SJQ1XYHX7R.jpg,sliced fish soup,all,-0.48860017672585726
../foodsg-233\xiao long bao\B10KTJNM0XN8XN771EYVFA80.jpg,xiao long bao,all,-0.488596387651225
../foodsg-233\Nuts\V0R5VZ4O2L0DE8QTVDJLL7YQ.jpg,Nuts,all,-0.48858230231674843
../foodsg-233\mushroom soup\PFJHUYDP9ZKOA84S9QC9REB9.jpg,mushroom soup,all,-0.4885781425509054
../foodsg-233\Chocolate\5YS7ZTLTPP916Y6ZOZ6BWYJ3.jpg,Chocolate,all,-0.48856621677518536
../foodsg-233\miso soup\XVC63P9ALWNDU1SL478NB2ZH.jpg,miso soup,all,-0.4885533657818184
../foodsg-233\Alcoholic Beverage\HBJV7GLG4OQMLAO14VRJ05G0.jpg,Alcoholic Beverage,all,-0.48855323827804137
../foodsg-233\Fruit juice\0M9UAUT51JNHCA8CKNSLRFMP.jpg,Fruit juice,all,-0.48853695084675713
../foodsg-233\canned Fruit salad\VNCHV6USPVEY5MQLZPUYISIJ.jpg,canned Fruit salad,all,-0.4885213630193709
../foodsg-233\tandoori chicken\UJHKN07JPQ0O9FCTAFCSTKHD.jpg,tandoori chicken,all,-0.4885030971181717
../foodsg-233\mixed vegetables\6ULUU1I7ZF6EEHX8I4Q1E2GC.jpg,mixed vegetables,all,-0.48850274282087786
../foodsg-233\oyster omelette\4BJCAOEGB214LQQGBP239M4U.jpg,oyster omelette,all,-0.4885001021932319
../foodsg-233\Sweets\QMYFU2XHTNNV74TP2ASWGE2X.jpg,Sweets,all,-0.48849997535320916
../foodsg-233\pig organ soup\AMMLDX3ROAFYM026ZP5NTIGP.jpg,pig organ soup,all,-0.4884926048284415
../foodsg-233\Pomelo\CWA6NLYW6087B0HCVZO1M866.jpg,Pomelo,all,-0.488486427030351
../foodsg-233\pasta - fettuccine\G6LITCL7ZR6371IY85AOG3WF.jpg,pasta - fettuccine,all,-0.4884853235116763
../foodsg-233\Fruit juice\UICJQG787OUTKT6LUTROM9VX.jpg,Fruit juice,all,-0.4884835843709292
../foodsg-233\begedil\SBEPJFANGKT62WGRIJTJDZQ9.jpg,begedil,all,-0.48848298618116354
../foodsg-233\Kueh Salat\KHKH2ZZSRBVOJRO5XO61SIQ8.jpg,Kueh Salat,all,-0.4884810798656711
../foodsg-233\bee hoon\J7R5UJ4K0HXB8RIH0GHEIE9H.jpg,bee hoon,all,-0.4884701463833629
../foodsg-233\waffle\ABYMW8TAW8PCCRI3I6EJWKUS.jpg,waffle,all,-0.4884667205354863
../foodsg-233\mixed vegetables\IS8CRNUBQLK0PL930AGKDM6Y.jpg,mixed vegetables,all,-0.48845775534728497
../foodsg-233\pasta - fettuccine\MFR6YVSGRM6QKVGIKDDVFQGZ.jpg,pasta - fettuccine,all,-0.4884564987211382
"../foodsg-233\Chap chye, Nonya\6RU389JWD1FC89WAATOT9H5Z.jpg","Chap chye, Nonya",all,-0.4884465938829337
../foodsg-233\chicken soup\EKM7FF2UOHVGZ47HV8T6TQWF.jpg,chicken soup,all,-0.4884309087524684
../foodsg-233\Seafood Noodles Soup\QQTMFDZQASI3JYTDL5IA5G38.jpg,Seafood Noodles Soup,all,-0.48842015483546525
../foodsg-233\steamed grouper\XS5UWMORN4ONHYHVY3SYL4E7.jpg,steamed grouper,all,-0.4884035858405696
../foodsg-233\Claypot Rice\SAL9JR47FUD238CMS4G43PKF.jpg,Claypot Rice,all,-0.4884033562704939
../foodsg-233\sambal\RG9VLSGYD8HXRX9NCUW0JOEU.jpg,sambal,all,-0.4884026485615549
../foodsg-233\gulai daun ubi\8EJRZ5ZV8GD2H0UV9Y2RXCK2.jpg,gulai daun ubi,all,-0.48840201760451346
../foodsg-233\Mee siam\ETGN64S7YX1DBU2QYW6NLI1B.jpg,Mee siam,all,-0.4883988931154017
../foodsg-233\chicken wing\70BW3412WRP5ONYFLH43FH7Q.jpg,chicken wing,all,-0.488398813504259
../foodsg-233\pancake\J8MA73GNWRCIPJTW3OJFQSEO.jpg,pancake,all,-0.48839311879163116
../foodsg-233\Kway Teow\JESS1CAOMKNWMIU6P3C8EMWX.jpg,Kway Teow,all,-0.4883840772129859
../foodsg-233\Soft boiled eggs\HZYMLDEJEBODNEWPFEIBY0OR.jpg,Soft boiled eggs,all,-0.48835053130584666
../foodsg-233\Fruit juice\2DFZ0GNGHM61XRE7LVD269T3.jpg,Fruit juice,all,-0.4883450199428901
../foodsg-233\yam rice\NLFG724ARGSB7RDAGVDWT84G.jpg,yam rice,all,-0.48834300895823546
../foodsg-233\thunder tea rice\H4LQAXKW5JOQBAU04OO6MDJW.jpg,thunder tea rice,all,-0.4883316331489377
../foodsg-233\mixed grills\OA491BS2GOG83275BNBFKYQR.jpg,mixed grills,all,-0.48832401822929267
../foodsg-233\Soto ayam\LW2YESAKRCPTCD9PKK6RWVLD.jpg,Soto ayam,all,-0.4883225566820316
../foodsg-233\canned Fruit salad\1KZEJCHJ9CNBDK5HDF0QTPQH.jpg,canned Fruit salad,all,-0.4883211699215851
../foodsg-233\Snacks and Chips\GJJ3BQ2WTYZ5HPT7DPDNZ6KC.jpg,Snacks and Chips,all,-0.4883141302884381
../foodsg-233\Nuts\DNKDVFLX0840SF00EZAU8BW7.jpg,Nuts,all,-0.4883133028903905
../foodsg-233\cake\M39HQV29TW6FNN2RE5RWA7RG.jpg,cake,all,-0.48830898137959006
../foodsg-233\thunder tea rice\BZNOX544RJIU7QPD66KLF713.jpg,thunder tea rice,all,-0.4882893034044509
../foodsg-233\sirloin steak\UORNPHPMUYQ5KAVY4YQKCHSU.jpg,sirloin steak,all,-0.48828664591624743
"../foodsg-233\Bee hoon, soto\SRKRKX3TFRHYGI82US54HQ1H.jpg","Bee hoon, soto",all,-0.48828222125003906
../foodsg-233\Fruit juice\WPBT3DDFLEAWY5GSSL4D8I7G.jpg,Fruit juice,all,-0.4882658255505485
../foodsg-233\assam pedas\JY970FT37P6EIEEW0YLYXGL8.jpg,assam pedas,all,-0.4882655637494718
../foodsg-233\Mee rebus\9ANHCQM2N2JZU4AGQU3GTQ7D.jpg,Mee rebus,all,-0.488264473550519
../foodsg-233\hotplate tofu\P96E2M3XBK7RX7G1FQDZKA7U.jpg,hotplate tofu,all,-0.48825942624930146
../foodsg-233\wholegrain pasta\QF4Y3BESBV2W1CR1P4V5UYHH.jpg,wholegrain pasta,all,-0.488256693001449
../foodsg-233\yuseng\CXHY7KPN6992UHZYWJQH1KTW.jpg,yuseng,all,-0.4882542981921154
../foodsg-233\Kueh Salat\HH1IXTWXS1APZ1TBRXDZOIEI.jpg,Kueh Salat,all,-0.4882469329242187
../foodsg-233\chilli crab\QL5ALTGSSX95CJK0I3ZKBTGR.jpg,chilli crab,all,-0.4882469210144668
../foodsg-233\cream soup\BF0WYG3HYS1YNNM1NKWHN9EJ.jpg,cream soup,all,-0.4882433911840086
../foodsg-233\chicken soup\PHSJ3YHHK4PBBG5ZT67PT517.jpg,chicken soup,all,-0.48824251174556466
../foodsg-233\Chocolate\9CG6AIQ8FFJXCU3VT4H6QI90.jpg,Chocolate,all,-0.4882284783224726
../foodsg-233\cheng tng\G0DVV11BRIQALGELJQCVA014.jpg,cheng tng,all,-0.48822417336429264
../foodsg-233\Nuts\C9Q4NIK1SU5VFB1DVXFU2MFM.jpg,Nuts,all,-0.488211907457492
../foodsg-233\Fruit juice\A0MV0FT3DIIH62TM4RCO3HPY.jpg,Fruit juice,all,-0.48820684240643664
../foodsg-233\Porridge\D3P4VOSSNSMB3OAYKITAFIVL.jpg,Porridge,all,-0.48820593460940986
../foodsg-233\Hor Fun\AAUBXSFN1OCUL68UEDT21PHU.jpg,Hor Fun,all,-0.48819083825390186
../foodsg-233\mango pudding\9U2OBJIC7S270CTWKN29K2V2.jpg,mango pudding,all,-0.4881673331603522
